chrom	length	bases	mean	min	max
NW_022144799.1_region	1650	21	0.01	0	1
NW_022144800.1	16196	1008	0.06	0	6
NW_022144800.1_region	0	0	0.00	0	0
NW_022144801.1	16082	3777	0.23	0	28
NW_022144801.1_region	0	0	0.00	0	0
NW_022144802.1	16073	3294	0.20	0	22
NW_022144802.1_region	0	0	0.00	0	0
NW_022144803.1	15882	2902	0.18	0	14
NW_022144803.1_region	0	0	0.00	0	0
NW_022144804.1	15872	1496	0.09	0	8
NW_022144804.1_region	1277	0	0.00	0	0
NW_022144805.1	15755	1731	0.11	0	14
NW_022144805.1_region	0	0	0.00	0	0
NW_022144806.1	15729	1871	0.12	0	16
NW_022144806.1_region	0	0	0.00	0	0
NW_022144807.1	15717	409	0.03	0	4
NW_022144807.1_region	0	0	0.00	0	0
NW_022144808.1	15697	2531	0.16	0	10
NW_022144808.1_region	0	0	0.00	0	0
NW_022144809.1	15254	3343	0.22	0	17
NW_022144809.1_region	624	0	0.00	0	0
NW_022144810.1	15245	2531	0.17	0	13
NW_022144810.1_region	0	0	0.00	0	0
NW_022144811.1	15184	2353	0.15	0	31
NW_022144811.1_region	1176	72	0.06	0	6
NW_022144812.1	15180	1689	0.11	0	12
NW_022144812.1_region	0	0	0.00	0	0
NW_022144813.1	64470	367793	5.70	0	224
NW_022144813.1_region	2668	26573	9.96	0	64
NW_022144814.1	20273	3192	0.16	0	18
NW_022144814.1_region	0	0	0.00	0	0
NW_022144815.1	19793	3384	0.17	0	15
NW_022144815.1_region	0	0	0.00	0	0
NW_022144816.1	18134	2210	0.12	0	11
NW_022144816.1_region	555	0	0.00	0	0
NW_022144817.1	17838	2393	0.13	0	8
NW_022144817.1_region	0	0	0.00	0	0
NW_022144818.1	15663	4130	0.26	0	64
NW_022144818.1_region	0	0	0.00	0	0
NW_022144819.1	25897	237408	9.17	0	297
NW_022144819.1_region	1580	94557	59.85	0	297
NW_022144820.1	14953	2042	0.14	0	28
NW_022144820.1_region	0	0	0.00	0	0
NW_022144821.1	14859	2729	0.18	0	12
NW_022144821.1_region	0	0	0.00	0	0
NW_022144822.1	14838	374	0.03	0	6
NW_022144822.1_region	0	0	0.00	0	0
NW_022144823.1	14815	3780	0.26	0	70
NW_022144823.1_region	0	0	0.00	0	0
NW_022144824.1	14806	3056	0.21	0	17
NW_022144824.1_region	0	0	0.00	0	0
NW_022144825.1	14766	1805	0.12	0	16
NW_022144825.1_region	0	0	0.00	0	0
NW_022144826.1	14747	2336	0.16	0	12
NW_022144826.1_region	0	0	0.00	0	0
NW_022144827.1	14741	2232	0.15	0	11
NW_022144827.1_region	0	0	0.00	0	0
NW_022144828.1	14710	1992	0.14	0	10
NW_022144828.1_region	1104	0	0.00	0	0
NW_022144829.1	14707	2964	0.20	0	18
NW_022144829.1_region	0	0	0.00	0	0
NW_022144830.1	14679	2879	0.20	0	14
NW_022144830.1_region	549	0	0.00	0	0
NW_022144831.1	14604	1835	0.13	0	16
NW_022144831.1_region	0	0	0.00	0	0
NW_022144832.1	14536	1757	0.12	0	9
NW_022144832.1_region	0	0	0.00	0	0
NW_022144833.1	14472	2492	0.17	0	25
NW_022144833.1_region	0	0	0.00	0	0
NW_022144834.1	14424	3695	0.26	0	18
NW_022144834.1_region	0	0	0.00	0	0
NW_022144835.1	14392	70740	4.92	0	154
NW_022144835.1_region	0	0	0.00	0	0
NW_022144836.1	14366	2147	0.15	0	18
NW_022144836.1_region	0	0	0.00	0	0
NW_022144837.1	14316	1838	0.13	0	11
NW_022144837.1_region	474	0	0.00	0	0
NW_022144838.1	14178	2550	0.18	0	10
NW_022144838.1_region	557	0	0.00	0	0
NW_022144839.1	14036	3301	0.24	0	12
NW_022144839.1_region	0	0	0.00	0	0
NW_022144840.1	13984	7145	0.51	0	111
NW_022144840.1_region	0	0	0.00	0	0
NW_022144841.1	13922	1845	0.13	0	8
NW_022144841.1_region	642	0	0.00	0	0
NW_022144842.1	13691	5756	0.42	0	39
NW_022144842.1_region	765	0	0.00	0	0
NW_022144843.1	13690	1522	0.11	0	12
NW_022144843.1_region	825	0	0.00	0	0
NW_022144844.1	13628	1585	0.12	0	16
NW_022144844.1_region	975	101	0.10	0	14
NW_022144845.1	13496	3594	0.27	0	18
NW_022144845.1_region	0	0	0.00	0	0
NW_022144846.1	13451	5192	0.39	0	86
NW_022144846.1_region	0	0	0.00	0	0
NW_022144847.1	13443	3368	0.25	0	16
NW_022144847.1_region	0	0	0.00	0	0
NW_022144848.1	13325	2876	0.22	0	20
NW_022144848.1_region	0	0	0.00	0	0
NW_022144849.1	13232	2429	0.18	0	12
NW_022144849.1_region	501	0	0.00	0	0
NW_022144850.1	13217	1055	0.08	0	10
NW_022144850.1_region	0	0	0.00	0	0
NW_022144851.1	13037	3560	0.27	0	26
NW_022144851.1_region	0	0	0.00	0	0
NW_022144852.1	13005	1103	0.08	0	6
NW_022144852.1_region	0	0	0.00	0	0
NW_022144854.1	12677	2961	0.23	0	44
NW_022144854.1_region	0	0	0.00	0	0
NW_022144855.1	12615	2280	0.18	0	13
NW_022144855.1_region	0	0	0.00	0	0
NW_022144856.1	12598	2046	0.16	0	14
NW_022144856.1_region	0	0	0.00	0	0
NW_022144857.1	12436	1747	0.14	0	19
NW_022144857.1_region	0	0	0.00	0	0
NW_022144858.1	12426	1819	0.15	0	20
NW_022144858.1_region	0	0	0.00	0	0
NW_022144859.1	12331	2073	0.17	0	14
NW_022144859.1_region	690	0	0.00	0	0
NW_022144860.1	12325	2903	0.24	0	26
NW_022144860.1_region	0	0	0.00	0	0
NW_022144861.1	12317	2181	0.18	0	10
NW_022144861.1_region	0	0	0.00	0	0
NW_022144862.1	12297	1285	0.10	0	9
NW_022144862.1_region	657	0	0.00	0	0
NW_022144863.1	12291	2069	0.17	0	14
NW_022144863.1_region	0	0	0.00	0	0
NW_022144864.1	12247	2061	0.17	0	10
NW_022144864.1_region	0	0	0.00	0	0
NW_022144865.1	12235	1162	0.09	0	10
NW_022144865.1_region	495	0	0.00	0	0
NW_022144866.1	12202	2276	0.19	0	12
NW_022144866.1_region	0	0	0.00	0	0
NW_022144867.1	12165	1875	0.15	0	16
NW_022144867.1_region	0	0	0.00	0	0
NW_022144868.1	12125	1600	0.13	0	11
NW_022144868.1_region	0	0	0.00	0	0
NW_022144869.1	12087	3013	0.25	0	11
NW_022144869.1_region	0	0	0.00	0	0
NW_022144870.1	11997	1712	0.14	0	14
NW_022144870.1_region	0	0	0.00	0	0
NW_022144871.1	11989	3071	0.26	0	23
NW_022144871.1_region	0	0	0.00	0	0
NW_022144872.1	11899	2964	0.25	0	26
NW_022144872.1_region	0	0	0.00	0	0
NW_022144873.1	11852	3163	0.27	0	13
NW_022144873.1_region	1830	267	0.15	0	8
NW_022144874.1	11838	1632	0.14	0	10
NW_022144874.1_region	0	0	0.00	0	0
NW_022144875.1	11825	1148	0.10	0	10
NW_022144875.1_region	469	81	0.17	0	4
NW_022144876.1	11673	5277	0.45	0	72
NW_022144876.1_region	0	0	0.00	0	0
NW_022144877.1	11635	2556	0.22	0	23
NW_022144877.1_region	0	0	0.00	0	0
NW_022144878.1	11630	678	0.06	0	8
NW_022144878.1_region	1896	6	0.00	0	2
NW_022144879.1	11539	2351	0.20	0	21
NW_022144879.1_region	0	0	0.00	0	0
NW_022144880.1	11518	3686	0.32	0	26
NW_022144880.1_region	0	0	0.00	0	0
NW_022144881.1	11448	2152	0.19	0	23
NW_022144881.1_region	0	0	0.00	0	0
NW_022144882.1	11400	2724	0.24	0	30
NW_022144882.1_region	0	0	0.00	0	0
NW_022144883.1	11312	2260	0.20	0	38
NW_022144883.1_region	0	0	0.00	0	0
NW_022144884.1	11268	2487	0.22	0	15
NW_022144884.1_region	0	0	0.00	0	0
NW_022144885.1	11127	5625	0.51	0	186
NW_022144885.1_region	0	0	0.00	0	0
NW_022144886.1	74569	555847	7.45	0	1840
NW_022144886.1_region	0	0	0.00	0	0
NW_022144887.1	11069	2819	0.25	0	26
NW_022144887.1_region	0	0	0.00	0	0
NW_022144888.1	11058	2968	0.27	0	19
NW_022144888.1_region	0	0	0.00	0	0
NW_022144889.1	11056	1327	0.12	0	12
NW_022144889.1_region	0	0	0.00	0	0
NW_022144890.1	10990	1332	0.12	0	10
NW_022144890.1_region	957	0	0.00	0	0
NW_022144891.1	10968	1552	0.14	0	11
NW_022144891.1_region	0	0	0.00	0	0
NW_022144892.1	10910	675	0.06	0	8
NW_022144892.1_region	0	0	0.00	0	0
NW_022144893.1	10903	2027	0.19	0	12
NW_022144893.1_region	0	0	0.00	0	0
NW_022144894.1	10814	759	0.07	0	10
NW_022144894.1_region	0	0	0.00	0	0
NW_022144895.1	10747	904	0.08	0	8
NW_022144895.1_region	0	0	0.00	0	0
NW_022144896.1	10744	1131	0.11	0	8
NW_022144896.1_region	1205	172	0.14	0	5
NW_022144897.1	116516	5486560	47.09	0	8043
NW_022144897.1_region	8798	113420	12.89	0	31
NW_022144898.1	10667	12905	1.21	0	128
NW_022144898.1_region	503	153	0.30	0	4
NW_022144899.1	10605	1718	0.16	0	9
NW_022144899.1_region	0	0	0.00	0	0
NW_022144900.1	10598	2107	0.20	0	18
NW_022144900.1_region	0	0	0.00	0	0
NW_022144901.1	10582	1609	0.15	0	12
NW_022144901.1_region	1699	38	0.02	0	2
NW_022144902.1	10532	2904	0.28	0	72
NW_022144902.1_region	0	0	0.00	0	0
NW_022144903.1	10529	2207	0.21	0	14
NW_022144903.1_region	0	0	0.00	0	0
NW_022144904.1	10526	1569	0.15	0	12
NW_022144904.1_region	335	0	0.00	0	0
NW_022144905.1	10508	2993	0.28	0	71
NW_022144905.1_region	0	0	0.00	0	0
NW_022144906.1	10376	2521	0.24	0	20
NW_022144906.1_region	395	0	0.00	0	0
NW_022144907.1	10259	524	0.05	0	8
NW_022144907.1_region	0	0	0.00	0	0
NW_022144908.1	57212	718073	12.55	0	177
NW_022144908.1_region	0	0	0.00	0	0
NW_022144909.1	10257	2112	0.21	0	21
NW_022144909.1_region	0	0	0.00	0	0
NW_022144910.1	10238	2770	0.27	0	22
NW_022144910.1_region	0	0	0.00	0	0
NW_022144911.1	10215	1513	0.15	0	7
NW_022144911.1_region	1194	200	0.17	0	6
NW_022144912.1	10118	1395	0.14	0	13
NW_022144912.1_region	0	0	0.00	0	0
NW_022144913.1	10045	1480	0.15	0	10
NW_022144913.1_region	0	0	0.00	0	0
NW_022144914.1	10027	1072	0.11	0	8
NW_022144914.1_region	0	0	0.00	0	0
NW_022144915.1	10023	5172	0.52	0	51
NW_022144915.1_region	0	0	0.00	0	0
NW_022144916.1	9977	334	0.03	0	4
NW_022144916.1_region	0	0	0.00	0	0
NW_022144917.1	9968	1796	0.18	0	14
NW_022144917.1_region	0	0	0.00	0	0
NW_022144918.1	9948	2638	0.27	0	29
NW_022144918.1_region	0	0	0.00	0	0
NW_022144919.1	101694	1115079	10.97	0	380
NW_022144919.1_region	0	0	0.00	0	0
NW_022144920.1	9893	1772	0.18	0	10
NW_022144920.1_region	0	0	0.00	0	0
NW_022144921.1	9870	1870	0.19	0	8
NW_022144921.1_region	0	0	0.00	0	0
NW_022144922.1	9860	1992	0.20	0	16
NW_022144922.1_region	0	0	0.00	0	0
NW_022144923.1	9823	130862	13.32	0	3903
NW_022144923.1_region	0	0	0.00	0	0
NW_022144924.1	9823	1747	0.18	0	12
NW_022144924.1_region	0	0	0.00	0	0
NW_022144925.1	9791	2715	0.28	0	16
NW_022144925.1_region	333	0	0.00	0	0
NW_022144926.1	9769	1039	0.11	0	17
NW_022144926.1_region	1017	0	0.00	0	0
NW_022144927.1	9710	2120	0.22	0	27
NW_022144927.1_region	0	0	0.00	0	0
NW_022144928.1	9694	1707	0.18	0	12
NW_022144928.1_region	740	0	0.00	0	0
NW_022144929.1	9642	1442	0.15	0	14
NW_022144929.1_region	0	0	0.00	0	0
NW_022144930.1	49449	798292	16.14	0	328
NW_022144930.1_region	920	25320	27.52	0	109
NW_022144931.1	9636	1842	0.19	0	14
NW_022144931.1_region	1002	6	0.01	0	2
NW_022144932.1	9590	2545	0.27	0	34
NW_022144932.1_region	0	0	0.00	0	0
NW_022144933.1	9519	5105	0.54	0	38
NW_022144933.1_region	0	0	0.00	0	0
NW_022144934.1	9503	2210	0.23	0	12
NW_022144934.1_region	586	0	0.00	0	0
NW_022144935.1	9369	1545	0.16	0	16
NW_022144935.1_region	0	0	0.00	0	0
NW_022144936.1	9315	2424	0.26	0	24
NW_022144936.1_region	0	0	0.00	0	0
NW_022144937.1	9305	1328	0.14	0	9
NW_022144937.1_region	0	0	0.00	0	0
NW_022144938.1	9294	1406	0.15	0	10
NW_022144938.1_region	0	0	0.00	0	0
NW_022144939.1	9275	1257	0.14	0	10
NW_022144939.1_region	0	0	0.00	0	0
NW_022144940.1	9267	1145	0.12	0	8
NW_022144940.1_region	0	0	0.00	0	0
NW_022144941.1	159342	1300752	8.16	0	1595
NW_022144941.1_region	10419	99670	9.57	0	53
NW_022144942.1	9236	3056	0.33	0	29
NW_022144942.1_region	0	0	0.00	0	0
NW_022144943.1	9207	3727	0.40	0	24
NW_022144943.1_region	0	0	0.00	0	0
NW_022144944.1	9202	1452	0.16	0	8
NW_022144944.1_region	0	0	0.00	0	0
NW_022144945.1	9131	1836	0.20	0	27
NW_022144945.1_region	489	0	0.00	0	0
NW_022144946.1	9108	2257	0.25	0	16
NW_022144946.1_region	0	0	0.00	0	0
NW_022144947.1	9060	1153	0.13	0	7
NW_022144947.1_region	0	0	0.00	0	0
NW_022144948.1	9047	2585	0.29	0	16
NW_022144948.1_region	627	6	0.01	0	2
NW_022144949.1	9042	1276	0.14	0	12
NW_022144949.1_region	0	0	0.00	0	0
NW_022144950.1	8932	1471	0.16	0	10
NW_022144950.1_region	0	0	0.00	0	0
NW_022144951.1	8878	3694	0.42	0	27
NW_022144951.1_region	0	0	0.00	0	0
NW_022144952.1	134345	752298	5.60	0	1878
NW_022144952.1_region	4213	9455	2.24	0	35
NW_022144953.1	8840	1572	0.18	0	14
NW_022144953.1_region	0	0	0.00	0	0
NW_022144954.1	8825	956	0.11	0	6
NW_022144954.1_region	468	0	0.00	0	0
NW_022144955.1	8703	2666	0.31	0	18
NW_022144955.1_region	0	0	0.00	0	0
NW_022144956.1	8644	3190	0.37	0	32
NW_022144956.1_region	0	0	0.00	0	0
NW_022144957.1	8617	1952	0.23	0	15
NW_022144957.1_region	0	0	0.00	0	0
NW_022144958.1	8592	1974	0.23	0	24
NW_022144958.1_region	0	0	0.00	0	0
NW_022144959.1	8588	977	0.11	0	13
NW_022144959.1_region	0	0	0.00	0	0
NW_022144960.1	8539	903	0.11	0	10
NW_022144960.1_region	0	0	0.00	0	0
NW_022144961.1	8519	1536	0.18	0	12
NW_022144961.1_region	0	0	0.00	0	0
NW_022144962.1	8514	1052	0.12	0	6
NW_022144962.1_region	0	0	0.00	0	0
NW_022144963.1	63343	126922	2.00	0	142
NW_022144963.1_region	868	28890	33.28	0	103
NW_022144964.1	8499	1729	0.20	0	40
NW_022144964.1_region	0	0	0.00	0	0
NW_022144965.1	8462	790	0.09	0	8
NW_022144965.1_region	0	0	0.00	0	0
NW_022144966.1	8446	4011	0.47	0	80
NW_022144966.1_region	0	0	0.00	0	0
NW_022144967.1	8427	336	0.04	0	5
NW_022144967.1_region	0	0	0.00	0	0
NW_022144968.1	8371	1087	0.13	0	16
NW_022144968.1_region	0	0	0.00	0	0
NW_022144969.1	8367	1700	0.20	0	26
NW_022144969.1_region	0	0	0.00	0	0
NW_022144970.1	8351	907	0.11	0	8
NW_022144970.1_region	987	78	0.08	0	2
NW_022144971.1	8336	7525	0.90	0	318
NW_022144971.1_region	0	0	0.00	0	0
NW_022144972.1	8298	707	0.09	0	9
NW_022144972.1_region	0	0	0.00	0	0
NW_022144973.1	8278	1066	0.13	0	14
NW_022144973.1_region	0	0	0.00	0	0
NW_022144974.1	161611	6013716	37.21	0	2326
NW_022144974.1_region	0	0	0.00	0	0
NW_022144975.1	8272	2490	0.30	0	23
NW_022144975.1_region	995	70	0.07	0	2
NW_022144976.1	8270	1300	0.16	0	14
NW_022144976.1_region	0	0	0.00	0	0
NW_022144977.1	8265	1455	0.18	0	10
NW_022144977.1_region	0	0	0.00	0	0
NW_022144978.1	8229	1454	0.18	0	14
NW_022144978.1_region	0	0	0.00	0	0
NW_022144979.1	8217	678	0.08	0	8
NW_022144979.1_region	0	0	0.00	0	0
NW_022144980.1	8208	1228	0.15	0	8
NW_022144980.1_region	0	0	0.00	0	0
NW_022144981.1	8193	120922	14.76	0	256
NW_022144981.1_region	0	0	0.00	0	0
NW_022144982.1	8177	56515	6.91	0	767
NW_022144982.1_region	0	0	0.00	0	0
NW_022144983.1	8151	2097	0.26	0	33
NW_022144983.1_region	0	0	0.00	0	0
NW_022144984.1	8029	1390	0.17	0	14
NW_022144984.1_region	0	0	0.00	0	0
NW_022144985.1	24776	10278	0.41	0	21
NW_022144985.1_region	0	0	0.00	0	0
NW_022144986.1	8004	942	0.12	0	10
NW_022144986.1_region	0	0	0.00	0	0
NW_022144987.1	7998	1092	0.14	0	8
NW_022144987.1_region	0	0	0.00	0	0
NW_022144988.1	7984	218	0.03	0	2
NW_022144988.1_region	0	0	0.00	0	0
NW_022144989.1	7982	1425	0.18	0	11
NW_022144989.1_region	0	0	0.00	0	0
NW_022144990.1	7899	2186	0.28	0	22
NW_022144990.1_region	0	0	0.00	0	0
NW_022144991.1	7891	1098	0.14	0	12
NW_022144991.1_region	0	0	0.00	0	0
NW_022144992.1	7805	1093	0.14	0	16
NW_022144992.1_region	0	0	0.00	0	0
NW_022144993.1	7728	1110	0.14	0	10
NW_022144993.1_region	0	0	0.00	0	0
NW_022144994.1	7684	895	0.12	0	7
NW_022144994.1_region	0	0	0.00	0	0
NW_022144995.1	7678	789	0.10	0	8
NW_022144995.1_region	0	0	0.00	0	0
NW_022144996.1	71277	232502	3.26	0	155
NW_022144996.1_region	0	0	0.00	0	0
NW_022144997.1	7613	52279	6.87	0	1059
NW_022144997.1_region	0	0	0.00	0	0
NW_022144998.1	7609	992	0.13	0	12
NW_022144998.1_region	0	0	0.00	0	0
NW_022144999.1	7608	1351	0.18	0	6
NW_022144999.1_region	0	0	0.00	0	0
NW_022145000.1	7606	792	0.10	0	4
NW_022145000.1_region	0	0	0.00	0	0
NW_022145001.1	7549	653	0.09	0	8
NW_022145001.1_region	0	0	0.00	0	0
NW_022145002.1	7546	1748	0.23	0	21
NW_022145002.1_region	471	0	0.00	0	0
NW_022145003.1	7508	1172	0.16	0	6
NW_022145003.1_region	0	0	0.00	0	0
NW_022145004.1	7486	1856	0.25	0	31
NW_022145004.1_region	450	0	0.00	0	0
NW_022145005.1	7447	708	0.10	0	6
NW_022145005.1_region	469	48	0.10	0	4
NW_022145006.1	7443	1547	0.21	0	11
NW_022145006.1_region	0	0	0.00	0	0
NW_022145007.1	83156	355446	4.27	0	1133
NW_022145007.1_region	0	0	0.00	0	0
NW_022145008.1	7433	2200	0.30	0	20
NW_022145008.1_region	0	0	0.00	0	0
NW_022145009.1	7407	1150	0.16	0	9
NW_022145009.1_region	0	0	0.00	0	0
NW_022145010.1	7379	726	0.10	0	7
NW_022145010.1_region	0	0	0.00	0	0
NW_022145011.1	7365	980	0.13	0	10
NW_022145011.1_region	0	0	0.00	0	0
NW_022145012.1	7323	1459	0.20	0	10
NW_022145012.1_region	0	0	0.00	0	0
NW_022145013.1	7318	1117	0.15	0	12
NW_022145013.1_region	1291	0	0.00	0	0
NW_022145014.1	7312	962	0.13	0	10
NW_022145014.1_region	0	0	0.00	0	0
NW_022145015.1	7291	1247	0.17	0	10
NW_022145015.1_region	0	0	0.00	0	0
NW_022145016.1	7291	767	0.11	0	6
NW_022145016.1_region	531	0	0.00	0	0
NW_022145017.1	7290	697	0.10	0	11
NW_022145017.1_region	0	0	0.00	0	0
NW_022145018.1	387561	5854837	15.11	0	2283
NW_022145018.1_region	9817	142985	14.57	0	101
NW_022145019.1	7256	1015	0.14	0	8
NW_022145019.1_region	0	0	0.00	0	0
NW_022145020.1	7195	969	0.13	0	30
NW_022145020.1_region	0	0	0.00	0	0
NW_022145021.1	7190	4328	0.60	0	28
NW_022145021.1_region	0	0	0.00	0	0
NW_022145022.1	7187	2609	0.36	0	60
NW_022145022.1_region	0	0	0.00	0	0
NW_022145023.1	7105	603	0.08	0	7
NW_022145023.1_region	0	0	0.00	0	0
NW_022145024.1	7072	717	0.10	0	6
NW_022145024.1_region	690	0	0.00	0	0
NW_022145025.1	6971	1110	0.16	0	12
NW_022145025.1_region	0	0	0.00	0	0
NW_022145026.1	6961	777	0.11	0	9
NW_022145026.1_region	0	0	0.00	0	0
NW_022145027.1	6912	1591	0.23	0	9
NW_022145027.1_region	0	0	0.00	0	0
NW_022145028.1	6909	1208	0.17	0	10
NW_022145028.1_region	0	0	0.00	0	0
NW_022145029.1	136630	844371	6.18	0	519
NW_022145029.1_region	1579	45	0.03	0	1
NW_022145030.1	6887	478	0.07	0	10
NW_022145030.1_region	0	0	0.00	0	0
NW_022145031.1	6886	1161	0.17	0	8
NW_022145031.1_region	0	0	0.00	0	0
NW_022145032.1	6870	2490	0.36	0	82
NW_022145032.1_region	0	0	0.00	0	0
NW_022145033.1	6839	4181	0.61	0	143
NW_022145033.1_region	1329	0	0.00	0	0
NW_022145034.1	6827	1606	0.24	0	12
NW_022145034.1_region	0	0	0.00	0	0
NW_022145035.1	6767	1441	0.21	0	10
NW_022145035.1_region	537	18	0.03	0	2
NW_022145036.1	6748	1035	0.15	0	8
NW_022145036.1_region	0	0	0.00	0	0
NW_022145037.1	6730	3054	0.45	0	54
NW_022145037.1_region	0	0	0.00	0	0
NW_022145038.1	6694	467	0.07	0	6
NW_022145038.1_region	278	0	0.00	0	0
NW_022145039.1	6606	812	0.12	0	14
NW_022145039.1_region	0	0	0.00	0	0
NW_022145040.1	120375	1034955	8.60	0	11281
NW_022145040.1_region	0	0	0.00	0	0
NW_022145041.1	6594	1892	0.29	0	20
NW_022145041.1_region	1332	0	0.00	0	0
NW_022145042.1	6590	822	0.12	0	8
NW_022145042.1_region	0	0	0.00	0	0
NW_022145043.1	6510	1060	0.16	0	10
NW_022145043.1_region	0	0	0.00	0	0
NW_022145044.1	6461	1045	0.16	0	16
NW_022145044.1_region	0	0	0.00	0	0
NW_022145045.1	6450	780	0.12	0	13
NW_022145045.1_region	0	0	0.00	0	0
NW_022145046.1	6448	1268	0.20	0	14
NW_022145046.1_region	0	0	0.00	0	0
NW_022145047.1	6422	1797	0.28	0	9
NW_022145047.1_region	0	0	0.00	0	0
NW_022145048.1	6417	552	0.09	0	8
NW_022145048.1_region	0	0	0.00	0	0
NW_022145049.1	6412	1601	0.25	0	32
NW_022145049.1_region	0	0	0.00	0	0
NW_022145050.1	6336	885	0.14	0	8
NW_022145050.1_region	1079	82	0.08	0	4
NW_022145051.1	69137	89737	1.30	0	264
NW_022145051.1_region	0	0	0.00	0	0
