chrom	length	bases	mean	min	max
NW_022144894.1_region	0	0	0.00	0	0
NW_022144895.1	10747	1307	0.12	0	6
NW_022144895.1_region	0	0	0.00	0	0
NW_022144896.1	10744	1657	0.15	0	16
NW_022144896.1_region	1205	0	0.00	0	0
NW_022144897.1	116516	7143819	61.31	0	3073
NW_022144897.1_region	8798	224140	25.48	0	72
NW_022144898.1	10667	23066	2.16	0	105
NW_022144898.1_region	503	0	0.00	0	0
NW_022144899.1	10605	1471	0.14	0	10
NW_022144899.1_region	0	0	0.00	0	0
NW_022144900.1	10598	1290	0.12	0	14
NW_022144900.1_region	0	0	0.00	0	0
NW_022144901.1	10582	2185	0.21	0	48
NW_022144901.1_region	1699	38	0.02	0	2
NW_022144902.1	10532	994	0.09	0	10
NW_022144902.1_region	0	0	0.00	0	0
NW_022144903.1	10529	1167	0.11	0	8
NW_022144903.1_region	0	0	0.00	0	0
NW_022144904.1	10526	1130	0.11	0	10
NW_022144904.1_region	335	0	0.00	0	0
NW_022144905.1	10508	508	0.05	0	4
NW_022144905.1_region	0	0	0.00	0	0
NW_022144906.1	10376	1619	0.16	0	8
NW_022144906.1_region	395	0	0.00	0	0
NW_022144907.1	10259	324	0.03	0	4
NW_022144907.1_region	0	0	0.00	0	0
NW_022144908.1	57212	2912517	50.91	0	5437
NW_022144908.1_region	0	0	0.00	0	0
NW_022144909.1	10257	685	0.07	0	8
NW_022144909.1_region	0	0	0.00	0	0
NW_022144910.1	10238	968	0.09	0	4
NW_022144910.1_region	0	0	0.00	0	0
NW_022144911.1	10215	1057	0.10	0	10
NW_022144911.1_region	1194	0	0.00	0	0
NW_022144912.1	10118	1267	0.13	0	12
NW_022144912.1_region	0	0	0.00	0	0
NW_022144913.1	10045	999	0.10	0	10
NW_022144913.1_region	0	0	0.00	0	0
NW_022144914.1	10027	1563	0.16	0	8
NW_022144914.1_region	0	0	0.00	0	0
NW_022144915.1	10023	1413	0.14	0	19
NW_022144915.1_region	0	0	0.00	0	0
NW_022144916.1	9977	492	0.05	0	4
NW_022144916.1_region	0	0	0.00	0	0
NW_022144917.1	9968	815	0.08	0	8
NW_022144917.1_region	0	0	0.00	0	0
NW_022144918.1	9948	2551	0.26	0	21
NW_022144918.1_region	0	0	0.00	0	0
NW_022144919.1	101694	1269025	12.48	0	364
NW_022144919.1_region	0	0	0.00	0	0
NW_022144920.1	9893	1518	0.15	0	11
NW_022144920.1_region	0	0	0.00	0	0
NW_022144921.1	9870	1370	0.14	0	14
NW_022144921.1_region	0	0	0.00	0	0
NW_022144922.1	9860	3134	0.32	0	102
NW_022144922.1_region	0	0	0.00	0	0
NW_022144923.1	9823	753	0.08	0	6
NW_022144923.1_region	0	0	0.00	0	0
NW_022144924.1	9823	1070	0.11	0	8
NW_022144924.1_region	0	0	0.00	0	0
NW_022144925.1	9791	941	0.10	0	12
NW_022144925.1_region	333	0	0.00	0	0
NW_022144926.1	9769	1414	0.14	0	12
NW_022144926.1_region	1017	0	0.00	0	0
NW_022144927.1	9710	938	0.10	0	9
NW_022144927.1_region	0	0	0.00	0	0
NW_022144928.1	9694	1492	0.15	0	13
NW_022144928.1_region	740	0	0.00	0	0
NW_022144929.1	9642	1381	0.14	0	12
NW_022144929.1_region	0	0	0.00	0	0
NW_022144930.1	49449	758792	15.34	0	312
NW_022144930.1_region	920	38663	42.02	2	215
NW_022144931.1	9636	1999	0.21	0	38
NW_022144931.1_region	1002	0	0.00	0	0
NW_022144932.1	9590	1513	0.16	0	16
NW_022144932.1_region	0	0	0.00	0	0
NW_022144933.1	9519	4615	0.48	0	28
NW_022144933.1_region	0	0	0.00	0	0
NW_022144934.1	9503	1560	0.16	0	9
NW_022144934.1_region	586	38	0.06	0	2
NW_022144935.1	9369	1487	0.16	0	16
NW_022144935.1_region	0	0	0.00	0	0
NW_022144936.1	9315	1771	0.19	0	13
NW_022144936.1_region	0	0	0.00	0	0
NW_022144937.1	9305	970	0.10	0	10
NW_022144937.1_region	0	0	0.00	0	0
NW_022144938.1	9294	1140	0.12	0	16
NW_022144938.1_region	0	0	0.00	0	0
NW_022144939.1	9275	811	0.09	0	8
NW_022144939.1_region	0	0	0.00	0	0
NW_022144940.1	9267	1019	0.11	0	8
NW_022144940.1_region	0	0	0.00	0	0
NW_022144941.1	159342	2282202	14.32	0	898
NW_022144941.1_region	10419	51839	4.98	0	37
NW_022144942.1	9236	1283	0.14	0	10
NW_022144942.1_region	0	0	0.00	0	0
NW_022144943.1	9207	2035	0.22	0	12
NW_022144943.1_region	0	0	0.00	0	0
NW_022144944.1	9202	612	0.07	0	8
NW_022144944.1_region	0	0	0.00	0	0
NW_022144945.1	9131	1083	0.12	0	18
NW_022144945.1_region	489	0	0.00	0	0
NW_022144946.1	9108	797	0.09	0	9
NW_022144946.1_region	0	0	0.00	0	0
NW_022144947.1	9060	626	0.07	0	8
NW_022144947.1_region	0	0	0.00	0	0
NW_022144948.1	9047	1626	0.18	0	12
NW_022144948.1_region	627	28	0.04	0	2
NW_022144949.1	9042	1334	0.15	0	9
NW_022144949.1_region	0	0	0.00	0	0
NW_022144950.1	8932	1625	0.18	0	10
NW_022144950.1_region	0	0	0.00	0	0
NW_022144951.1	8878	1491	0.17	0	22
NW_022144951.1_region	0	0	0.00	0	0
NW_022144952.1	134345	1136018	8.46	0	921
NW_022144952.1_region	4213	30095	7.14	0	58
NW_022144953.1	8840	368	0.04	0	6
NW_022144953.1_region	0	0	0.00	0	0
NW_022144954.1	8825	567	0.06	0	6
NW_022144954.1_region	468	0	0.00	0	0
NW_022144955.1	8703	1395	0.16	0	12
NW_022144955.1_region	0	0	0.00	0	0
NW_022144956.1	8644	1240	0.14	0	8
NW_022144956.1_region	0	0	0.00	0	0
NW_022144957.1	8617	1367	0.16	0	17
NW_022144957.1_region	0	0	0.00	0	0
NW_022144958.1	8592	1454	0.17	0	11
NW_022144958.1_region	0	0	0.00	0	0
NW_022144959.1	8588	712	0.08	0	5
NW_022144959.1_region	0	0	0.00	0	0
NW_022144960.1	8539	1408	0.16	0	12
NW_022144960.1_region	0	0	0.00	0	0
NW_022144961.1	8519	731	0.09	0	7
NW_022144961.1_region	0	0	0.00	0	0
NW_022144962.1	8514	829	0.10	0	12
NW_022144962.1_region	0	0	0.00	0	0
NW_022144963.1	63343	564946	8.92	0	514
NW_022144963.1_region	868	17432	20.08	0	93
NW_022144964.1	8499	1647	0.19	0	11
NW_022144964.1_region	0	0	0.00	0	0
NW_022144965.1	8462	1125	0.13	0	8
NW_022144965.1_region	0	0	0.00	0	0
NW_022144966.1	8446	881	0.10	0	8
NW_022144966.1_region	0	0	0.00	0	0
NW_022144967.1	8427	953	0.11	0	12
NW_022144967.1_region	0	0	0.00	0	0
NW_022144968.1	8371	671	0.08	0	8
NW_022144968.1_region	0	0	0.00	0	0
NW_022144969.1	8367	1939	0.23	0	15
NW_022144969.1_region	0	0	0.00	0	0
NW_022144970.1	8351	433	0.05	0	4
NW_022144970.1_region	987	38	0.04	0	2
NW_022144971.1	8336	597	0.07	0	6
NW_022144971.1_region	0	0	0.00	0	0
NW_022144972.1	8298	1063	0.13	0	22
NW_022144972.1_region	0	0	0.00	0	0
NW_022144973.1	8278	247	0.03	0	4
NW_022144973.1_region	0	0	0.00	0	0
NW_022144974.1	161611	5117534	31.67	0	1447
NW_022144974.1_region	0	0	0.00	0	0
NW_022144975.1	8272	927	0.11	0	14
NW_022144975.1_region	995	114	0.11	0	6
NW_022144976.1	8270	959	0.12	0	10
NW_022144976.1_region	0	0	0.00	0	0
NW_022144977.1	8265	996	0.12	0	7
NW_022144977.1_region	0	0	0.00	0	0
NW_022144978.1	8229	687	0.08	0	10
NW_022144978.1_region	0	0	0.00	0	0
NW_022144979.1	8217	709	0.09	0	8
NW_022144979.1_region	0	0	0.00	0	0
NW_022144980.1	8208	1641	0.20	0	14
NW_022144980.1_region	0	0	0.00	0	0
NW_022144981.1	8193	115974	14.16	0	378
NW_022144981.1_region	0	0	0.00	0	0
NW_022144982.1	8177	2235	0.27	0	39
NW_022144982.1_region	0	0	0.00	0	0
NW_022144983.1	8151	2316	0.28	0	77
NW_022144983.1_region	0	0	0.00	0	0
NW_022144984.1	8029	447	0.06	0	8
NW_022144984.1_region	0	0	0.00	0	0
NW_022144985.1	24776	502515	20.28	0	1574
NW_022144985.1_region	0	0	0.00	0	0
NW_022144986.1	8004	776	0.10	0	10
NW_022144986.1_region	0	0	0.00	0	0
NW_022144987.1	7998	450	0.06	0	6
NW_022144987.1_region	0	0	0.00	0	0
NW_022144988.1	7984	204	0.03	0	2
NW_022144988.1_region	0	0	0.00	0	0
NW_022144989.1	7982	870	0.11	0	10
NW_022144989.1_region	0	0	0.00	0	0
NW_022144990.1	7899	1190	0.15	0	13
NW_022144990.1_region	0	0	0.00	0	0
NW_022144991.1	7891	652	0.08	0	17
NW_022144991.1_region	0	0	0.00	0	0
NW_022144992.1	7805	844	0.11	0	5
NW_022144992.1_region	0	0	0.00	0	0
NW_022144993.1	7728	809	0.10	0	8
NW_022144993.1_region	0	0	0.00	0	0
NW_022144994.1	7684	621	0.08	0	6
NW_022144994.1_region	0	0	0.00	0	0
NW_022144995.1	7678	1002	0.13	0	14
NW_022144995.1_region	0	0	0.00	0	0
NW_022144996.1	71277	378568	5.31	0	287
NW_022144996.1_region	0	0	0.00	0	0
NW_022144997.1	7613	844	0.11	0	12
NW_022144997.1_region	0	0	0.00	0	0
NW_022144998.1	7609	769	0.10	0	11
NW_022144998.1_region	0	0	0.00	0	0
NW_022144999.1	7608	846	0.11	0	6
NW_022144999.1_region	0	0	0.00	0	0
NW_022145000.1	7606	1096	0.14	0	10
NW_022145000.1_region	0	0	0.00	0	0
NW_022145001.1	7549	384	0.05	0	6
NW_022145001.1_region	0	0	0.00	0	0
NW_022145002.1	7546	552	0.07	0	8
NW_022145002.1_region	471	0	0.00	0	0
NW_022145003.1	7508	196	0.03	0	2
NW_022145003.1_region	0	0	0.00	0	0
NW_022145004.1	7486	1326	0.18	0	12
NW_022145004.1_region	450	228	0.51	0	12
NW_022145005.1	7447	376	0.05	0	7
NW_022145005.1_region	469	0	0.00	0	0
NW_022145006.1	7443	915	0.12	0	6
NW_022145006.1_region	0	0	0.00	0	0
NW_022145007.1	83156	1360920	16.37	0	336
NW_022145007.1_region	0	0	0.00	0	0
NW_022145008.1	7433	823	0.11	0	10
NW_022145008.1_region	0	0	0.00	0	0
NW_022145009.1	7407	740	0.10	0	8
NW_022145009.1_region	0	0	0.00	0	0
NW_022145010.1	7379	514	0.07	0	11
NW_022145010.1_region	0	0	0.00	0	0
NW_022145011.1	7365	563	0.08	0	6
NW_022145011.1_region	0	0	0.00	0	0
NW_022145012.1	7323	799	0.11	0	20
NW_022145012.1_region	0	0	0.00	0	0
NW_022145013.1	7318	398	0.05	0	8
NW_022145013.1_region	1291	0	0.00	0	0
NW_022145014.1	7312	379	0.05	0	6
NW_022145014.1_region	0	0	0.00	0	0
NW_022145015.1	7291	550	0.08	0	6
NW_022145015.1_region	0	0	0.00	0	0
NW_022145016.1	7291	613	0.08	0	10
NW_022145016.1_region	531	0	0.00	0	0
NW_022145017.1	7290	620	0.09	0	10
NW_022145017.1_region	0	0	0.00	0	0
NW_022145018.1	387561	9002949	23.23	0	1580
NW_022145018.1_region	9817	140880	14.35	0	146
NW_022145019.1	7256	1147	0.16	0	10
NW_022145019.1_region	0	0	0.00	0	0
NW_022145020.1	7195	1546	0.21	0	26
NW_022145020.1_region	0	0	0.00	0	0
NW_022145021.1	7190	3749	0.52	0	16
NW_022145021.1_region	0	0	0.00	0	0
NW_022145022.1	7187	1358	0.19	0	13
NW_022145022.1_region	0	0	0.00	0	0
NW_022145023.1	7105	4396	0.62	0	218
NW_022145023.1_region	0	0	0.00	0	0
NW_022145024.1	7072	678	0.10	0	7
NW_022145024.1_region	690	0	0.00	0	0
NW_022145025.1	6971	1411	0.20	0	24
NW_022145025.1_region	0	0	0.00	0	0
NW_022145026.1	6961	434	0.06	0	4
NW_022145026.1_region	0	0	0.00	0	0
NW_022145027.1	6912	578	0.08	0	4
NW_022145027.1_region	0	0	0.00	0	0
NW_022145028.1	6909	1020	0.15	0	10
NW_022145028.1_region	0	0	0.00	0	0
NW_022145029.1	136630	3916821	28.67	0	3835
NW_022145029.1_region	1579	15713	9.95	0	29
NW_022145030.1	6887	456	0.07	0	10
NW_022145030.1_region	0	0	0.00	0	0
NW_022145031.1	6886	712	0.10	0	6
NW_022145031.1_region	0	0	0.00	0	0
NW_022145032.1	6870	120	0.02	0	4
NW_022145032.1_region	0	0	0.00	0	0
NW_022145033.1	6839	508	0.07	0	6
NW_022145033.1_region	1329	0	0.00	0	0
NW_022145034.1	6827	1242	0.18	0	14
NW_022145034.1_region	0	0	0.00	0	0
NW_022145035.1	6767	369	0.05	0	5
NW_022145035.1_region	537	0	0.00	0	0
NW_022145036.1	6748	410	0.06	0	7
NW_022145036.1_region	0	0	0.00	0	0
NW_022145037.1	6730	2706	0.40	0	55
NW_022145037.1_region	0	0	0.00	0	0
NW_022145038.1	6694	747	0.11	0	11
NW_022145038.1_region	278	0	0.00	0	0
NW_022145039.1	6606	1079	0.16	0	6
NW_022145039.1_region	0	0	0.00	0	0
NW_022145040.1	120375	862624	7.17	0	713
NW_022145040.1_region	0	0	0.00	0	0
NW_022145041.1	6594	589	0.09	0	6
NW_022145041.1_region	1332	57	0.04	0	2
NW_022145042.1	6590	1005	0.15	0	7
NW_022145042.1_region	0	0	0.00	0	0
NW_022145043.1	6510	418	0.06	0	4
NW_022145043.1_region	0	0	0.00	0	0
NW_022145044.1	6461	581	0.09	0	8
NW_022145044.1_region	0	0	0.00	0	0
NW_022145045.1	6450	587	0.09	0	14
NW_022145045.1_region	0	0	0.00	0	0
NW_022145046.1	6448	604	0.09	0	5
NW_022145046.1_region	0	0	0.00	0	0
NW_022145047.1	6422	880	0.14	0	8
NW_022145047.1_region	0	0	0.00	0	0
NW_022145048.1	6417	344	0.05	0	8
NW_022145048.1_region	0	0	0.00	0	0
NW_022145049.1	6412	488	0.08	0	10
NW_022145049.1_region	0	0	0.00	0	0
NW_022145050.1	6336	784	0.12	0	9
NW_022145050.1_region	1079	0	0.00	0	0
NW_022145051.1	69137	841748	12.18	0	378
