chrom	length	bases	mean	min	max
NW_022144809.1_region	624	0	0.00	0	0
NW_022144810.1	15245	1060	0.07	0	10
NW_022144810.1_region	0	0	0.00	0	0
NW_022144811.1	15184	764	0.05	0	8
NW_022144811.1_region	1176	0	0.00	0	0
NW_022144812.1	15180	1104	0.07	0	7
NW_022144812.1_region	0	0	0.00	0	0
NW_022144813.1	64470	482975	7.49	0	591
NW_022144813.1_region	2668	45779	17.16	0	62
NW_022144814.1	20273	1133	0.06	0	7
NW_022144814.1_region	0	0	0.00	0	0
NW_022144815.1	19793	1161	0.06	0	12
NW_022144815.1_region	0	0	0.00	0	0
NW_022144816.1	18134	709	0.04	0	6
NW_022144816.1_region	555	0	0.00	0	0
NW_022144817.1	17838	1163	0.07	0	9
NW_022144817.1_region	0	0	0.00	0	0
NW_022144818.1	15663	879	0.06	0	8
NW_022144818.1_region	0	0	0.00	0	0
NW_022144819.1	25897	146225	5.65	0	191
NW_022144819.1_region	1580	58973	37.32	0	191
NW_022144820.1	14953	835	0.06	0	6
NW_022144820.1_region	0	0	0.00	0	0
NW_022144821.1	14859	1132	0.08	0	6
NW_022144821.1_region	0	0	0.00	0	0
NW_022144822.1	14838	196	0.01	0	2
NW_022144822.1_region	0	0	0.00	0	0
NW_022144823.1	14815	1358	0.09	0	14
NW_022144823.1_region	0	0	0.00	0	0
NW_022144824.1	14806	1093	0.07	0	14
NW_022144824.1_region	0	0	0.00	0	0
NW_022144825.1	14766	843	0.06	0	8
NW_022144825.1_region	0	0	0.00	0	0
NW_022144826.1	14747	1038	0.07	0	6
NW_022144826.1_region	0	0	0.00	0	0
NW_022144827.1	14741	667	0.05	0	6
NW_022144827.1_region	0	0	0.00	0	0
NW_022144828.1	14710	217	0.01	0	2
NW_022144828.1_region	1104	0	0.00	0	0
NW_022144829.1	14707	528	0.04	0	4
NW_022144829.1_region	0	0	0.00	0	0
NW_022144830.1	14679	533	0.04	0	3
NW_022144830.1_region	549	0	0.00	0	0
NW_022144831.1	14604	1189	0.08	0	6
NW_022144831.1_region	0	0	0.00	0	0
NW_022144832.1	14536	968	0.07	0	6
NW_022144832.1_region	0	0	0.00	0	0
NW_022144833.1	14472	1332	0.09	0	15
NW_022144833.1_region	0	0	0.00	0	0
NW_022144834.1	14424	842	0.06	0	12
NW_022144834.1_region	0	0	0.00	0	0
NW_022144835.1	14392	66664	4.63	0	172
NW_022144835.1_region	0	0	0.00	0	0
NW_022144836.1	14366	681	0.05	0	5
NW_022144836.1_region	0	0	0.00	0	0
NW_022144837.1	14316	1108	0.08	0	26
NW_022144837.1_region	474	38	0.08	0	2
NW_022144838.1	14178	1060	0.07	0	6
NW_022144838.1_region	557	0	0.00	0	0
NW_022144839.1	14036	1085	0.08	0	8
NW_022144839.1_region	0	0	0.00	0	0
NW_022144840.1	13984	1040	0.07	0	11
NW_022144840.1_region	0	0	0.00	0	0
NW_022144841.1	13922	709	0.05	0	6
NW_022144841.1_region	642	0	0.00	0	0
NW_022144842.1	13691	2142	0.16	0	20
NW_022144842.1_region	765	0	0.00	0	0
NW_022144843.1	13690	458	0.03	0	4
NW_022144843.1_region	825	0	0.00	0	0
NW_022144844.1	13628	387	0.03	0	5
NW_022144844.1_region	975	95	0.10	0	5
NW_022144845.1	13496	1208	0.09	0	10
NW_022144845.1_region	0	0	0.00	0	0
NW_022144846.1	13451	348	0.03	0	3
NW_022144846.1_region	0	0	0.00	0	0
NW_022144847.1	13443	1473	0.11	0	8
NW_022144847.1_region	0	0	0.00	0	0
NW_022144848.1	13325	1136	0.09	0	15
NW_022144848.1_region	0	0	0.00	0	0
NW_022144849.1	13232	618	0.05	0	5
NW_022144849.1_region	501	19	0.04	0	1
NW_022144850.1	13217	228	0.02	0	4
NW_022144850.1_region	0	0	0.00	0	0
NW_022144851.1	13037	2013	0.15	0	25
NW_022144851.1_region	0	0	0.00	0	0
NW_022144852.1	13005	368	0.03	0	8
NW_022144852.1_region	0	0	0.00	0	0
NW_022144853.1	12874	295	0.02	0	2
NW_022144853.1_region	0	0	0.00	0	0
NW_022144854.1	12677	959	0.08	0	8
NW_022144854.1_region	0	0	0.00	0	0
NW_022144855.1	12615	854	0.07	0	15
NW_022144855.1_region	0	0	0.00	0	0
NW_022144856.1	12598	432	0.03	0	6
NW_022144856.1_region	0	0	0.00	0	0
NW_022144857.1	12436	1140	0.09	0	22
NW_022144857.1_region	0	0	0.00	0	0
NW_022144858.1	12426	712	0.06	0	8
NW_022144858.1_region	0	0	0.00	0	0
NW_022144859.1	12331	295	0.02	0	5
NW_022144859.1_region	690	30	0.04	0	2
NW_022144860.1	12325	611	0.05	0	9
NW_022144860.1_region	0	0	0.00	0	0
NW_022144861.1	12317	872	0.07	0	8
NW_022144861.1_region	0	0	0.00	0	0
NW_022144862.1	12297	335	0.03	0	4
NW_022144862.1_region	657	0	0.00	0	0
NW_022144863.1	12291	3795	0.31	0	68
NW_022144863.1_region	0	0	0.00	0	0
NW_022144864.1	12247	583	0.05	0	6
NW_022144864.1_region	0	0	0.00	0	0
NW_022144865.1	12235	99	0.01	0	4
NW_022144865.1_region	495	0	0.00	0	0
NW_022144866.1	12202	624	0.05	0	4
NW_022144866.1_region	0	0	0.00	0	0
NW_022144867.1	12165	1350	0.11	0	26
NW_022144867.1_region	0	0	0.00	0	0
NW_022144868.1	12125	652	0.05	0	8
NW_022144868.1_region	0	0	0.00	0	0
NW_022144869.1	12087	12280	1.02	0	31
NW_022144869.1_region	0	0	0.00	0	0
NW_022144870.1	11997	492	0.04	0	4
NW_022144870.1_region	0	0	0.00	0	0
NW_022144871.1	11989	1794	0.15	0	17
NW_022144871.1_region	0	0	0.00	0	0
NW_022144872.1	11899	999	0.08	0	12
NW_022144872.1_region	0	0	0.00	0	0
NW_022144873.1	11852	1008	0.09	0	10
NW_022144873.1_region	1830	182	0.10	0	4
NW_022144874.1	11838	388	0.03	0	8
NW_022144874.1_region	0	0	0.00	0	0
NW_022144875.1	11825	114	0.01	0	4
NW_022144875.1_region	469	0	0.00	0	0
NW_022144876.1	11673	878	0.08	0	10
NW_022144876.1_region	0	0	0.00	0	0
NW_022144877.1	11635	617	0.05	0	6
NW_022144877.1_region	0	0	0.00	0	0
NW_022144878.1	11630	259	0.02	0	2
NW_022144878.1_region	1896	0	0.00	0	0
NW_022144879.1	11539	981	0.09	0	11
NW_022144879.1_region	0	0	0.00	0	0
NW_022144880.1	11518	557	0.05	0	6
NW_022144880.1_region	0	0	0.00	0	0
NW_022144881.1	11448	625	0.05	0	12
NW_022144881.1_region	0	0	0.00	0	0
NW_022144882.1	11400	1013	0.09	0	13
NW_022144882.1_region	0	0	0.00	0	0
NW_022144883.1	11312	163	0.01	0	4
NW_022144883.1_region	0	0	0.00	0	0
NW_022144884.1	11268	645	0.06	0	5
NW_022144884.1_region	0	0	0.00	0	0
NW_022144885.1	11127	1432	0.13	0	24
NW_022144885.1_region	0	0	0.00	0	0
NW_022144886.1	74569	527162	7.07	0	871
NW_022144886.1_region	0	0	0.00	0	0
NW_022144887.1	11069	1438	0.13	0	27
NW_022144887.1_region	0	0	0.00	0	0
NW_022144888.1	11058	1158	0.10	0	10
NW_022144888.1_region	0	0	0.00	0	0
NW_022144889.1	11056	606	0.05	0	6
NW_022144889.1_region	0	0	0.00	0	0
NW_022144890.1	10990	888	0.08	0	8
NW_022144890.1_region	957	0	0.00	0	0
NW_022144891.1	10968	474	0.04	0	4
NW_022144891.1_region	0	0	0.00	0	0
NW_022144892.1	10910	190	0.02	0	4
NW_022144892.1_region	0	0	0.00	0	0
NW_022144893.1	10903	333	0.03	0	8
NW_022144893.1_region	0	0	0.00	0	0
NW_022144894.1	10814	756	0.07	0	12
NW_022144894.1_region	0	0	0.00	0	0
NW_022144895.1	10747	381	0.04	0	6
NW_022144895.1_region	0	0	0.00	0	0
NW_022144896.1	10744	425	0.04	0	6
NW_022144896.1_region	1205	0	0.00	0	0
NW_022144897.1	116516	2976776	25.55	0	634
NW_022144897.1_region	8798	680745	77.37	0	180
NW_022144898.1	10667	16442	1.54	0	119
NW_022144898.1_region	503	0	0.00	0	0
NW_022144899.1	10605	802	0.08	0	10
NW_022144899.1_region	0	0	0.00	0	0
NW_022144900.1	10598	555	0.05	0	4
NW_022144900.1_region	0	0	0.00	0	0
NW_022144901.1	10582	474	0.04	0	4
NW_022144901.1_region	1699	26	0.02	0	2
NW_022144902.1	10532	681	0.06	0	6
NW_022144902.1_region	0	0	0.00	0	0
NW_022144903.1	10529	266	0.03	0	5
NW_022144903.1_region	0	0	0.00	0	0
NW_022144904.1	10526	510	0.05	0	4
NW_022144904.1_region	335	0	0.00	0	0
NW_022144905.1	10508	173	0.02	0	3
NW_022144905.1_region	0	0	0.00	0	0
NW_022144906.1	10376	341	0.03	0	4
NW_022144906.1_region	395	0	0.00	0	0
NW_022144907.1	10259	276	0.03	0	4
NW_022144907.1_region	0	0	0.00	0	0
NW_022144908.1	57212	535950	9.37	0	603
NW_022144908.1_region	0	0	0.00	0	0
NW_022144909.1	10257	229	0.02	0	3
NW_022144909.1_region	0	0	0.00	0	0
NW_022144910.1	10238	1165	0.11	0	19
NW_022144910.1_region	0	0	0.00	0	0
NW_022144911.1	10215	567	0.06	0	6
NW_022144911.1_region	1194	6	0.01	0	2
NW_022144912.1	10118	570	0.06	0	6
NW_022144912.1_region	0	0	0.00	0	0
NW_022144913.1	10045	832	0.08	0	6
NW_022144913.1_region	0	0	0.00	0	0
NW_022144914.1	10027	643	0.06	0	6
NW_022144914.1_region	0	0	0.00	0	0
NW_022144915.1	10023	1228	0.12	0	13
NW_022144915.1_region	0	0	0.00	0	0
NW_022144916.1	9977	317	0.03	0	6
NW_022144916.1_region	0	0	0.00	0	0
NW_022144917.1	9968	488	0.05	0	3
NW_022144917.1_region	0	0	0.00	0	0
NW_022144918.1	9948	1761	0.18	0	18
NW_022144918.1_region	0	0	0.00	0	0
NW_022144919.1	101694	751223	7.39	0	247
NW_022144919.1_region	0	0	0.00	0	0
NW_022144920.1	9893	275	0.03	0	2
NW_022144920.1_region	0	0	0.00	0	0
NW_022144921.1	9870	889	0.09	0	6
NW_022144921.1_region	0	0	0.00	0	0
NW_022144922.1	9860	473	0.05	0	4
NW_022144922.1_region	0	0	0.00	0	0
NW_022144923.1	9823	256	0.03	0	2
NW_022144923.1_region	0	0	0.00	0	0
NW_022144924.1	9823	919	0.09	0	7
NW_022144924.1_region	0	0	0.00	0	0
NW_022144925.1	9791	438	0.04	0	4
NW_022144925.1_region	333	0	0.00	0	0
NW_022144926.1	9769	498	0.05	0	6
NW_022144926.1_region	1017	0	0.00	0	0
NW_022144927.1	9710	198	0.02	0	2
NW_022144927.1_region	0	0	0.00	0	0
NW_022144928.1	9694	566	0.06	0	2
NW_022144928.1_region	740	0	0.00	0	0
NW_022144929.1	9642	587	0.06	0	6
NW_022144929.1_region	0	0	0.00	0	0
NW_022144930.1	49449	536663	10.85	0	359
NW_022144930.1_region	920	16691	18.14	2	63
NW_022144931.1	9636	663	0.07	0	9
NW_022144931.1_region	1002	0	0.00	0	0
NW_022144932.1	9590	673	0.07	0	6
NW_022144932.1_region	0	0	0.00	0	0
NW_022144933.1	9519	4053	0.43	0	23
NW_022144933.1_region	0	0	0.00	0	0
NW_022144934.1	9503	187	0.02	0	5
NW_022144934.1_region	586	0	0.00	0	0
NW_022144935.1	9369	406	0.04	0	8
NW_022144935.1_region	0	0	0.00	0	0
NW_022144936.1	9315	787	0.08	0	10
NW_022144936.1_region	0	0	0.00	0	0
NW_022144937.1	9305	566	0.06	0	5
NW_022144937.1_region	0	0	0.00	0	0
NW_022144938.1	9294	532	0.06	0	10
NW_022144938.1_region	0	0	0.00	0	0
NW_022144939.1	9275	703	0.08	0	10
NW_022144939.1_region	0	0	0.00	0	0
NW_022144940.1	9267	587	0.06	0	4
NW_022144940.1_region	0	0	0.00	0	0
NW_022144941.1	159342	479329	3.01	0	224
NW_022144941.1_region	10419	8321	0.80	0	13
NW_022144942.1	9236	610	0.07	0	10
NW_022144942.1_region	0	0	0.00	0	0
NW_022144943.1	9207	2045	0.22	0	27
NW_022144943.1_region	0	0	0.00	0	0
NW_022144944.1	9202	418	0.05	0	6
NW_022144944.1_region	0	0	0.00	0	0
NW_022144945.1	9131	690	0.08	0	13
NW_022144945.1_region	489	0	0.00	0	0
NW_022144946.1	9108	709	0.08	0	10
NW_022144946.1_region	0	0	0.00	0	0
NW_022144947.1	9060	435	0.05	0	4
NW_022144947.1_region	0	0	0.00	0	0
NW_022144948.1	9047	449	0.05	0	6
NW_022144948.1_region	627	0	0.00	0	0
NW_022144949.1	9042	698	0.08	0	8
NW_022144949.1_region	0	0	0.00	0	0
NW_022144950.1	8932	516	0.06	0	4
NW_022144950.1_region	0	0	0.00	0	0
NW_022144951.1	8878	980	0.11	0	8
NW_022144951.1_region	0	0	0.00	0	0
NW_022144952.1	134345	532226	3.96	0	165
NW_022144952.1_region	4213	61178	14.52	0	165
NW_022144953.1	8840	254	0.03	0	4
NW_022144953.1_region	0	0	0.00	0	0
NW_022144954.1	8825	276	0.03	0	4
NW_022144954.1_region	468	0	0.00	0	0
NW_022144955.1	8703	676	0.08	0	6
NW_022144955.1_region	0	0	0.00	0	0
NW_022144956.1	8644	357	0.04	0	4
NW_022144956.1_region	0	0	0.00	0	0
NW_022144957.1	8617	749	0.09	0	12
NW_022144957.1_region	0	0	0.00	0	0
NW_022144958.1	8592	254	0.03	0	2
NW_022144958.1_region	0	0	0.00	0	0
NW_022144959.1	8588	514	0.06	0	6
NW_022144959.1_region	0	0	0.00	0	0
NW_022144960.1	8539	973	0.11	0	10
NW_022144960.1_region	0	0	0.00	0	0
NW_022144961.1	8519	272	0.03	0	2
NW_022144961.1_region	0	0	0.00	0	0
NW_022144962.1	8514	405	0.05	0	6
NW_022144962.1_region	0	0	0.00	0	0
NW_022144963.1	63343	202955	3.20	0	239
NW_022144963.1_region	868	56274	64.83	0	183
NW_022144964.1	8499	756	0.09	0	8
NW_022144964.1_region	0	0	0.00	0	0
NW_022144965.1	8462	195	0.02	0	2
NW_022144965.1_region	0	0	0.00	0	0
NW_022144966.1	8446	917	0.11	0	10
NW_022144966.1_region	0	0	0.00	0	0
NW_022144967.1	8427	139	0.02	0	2
NW_022144967.1_region	0	0	0.00	0	0
NW_022144968.1	8371	215	0.03	0	10
NW_022144968.1_region	0	0	0.00	0	0
NW_022144969.1	8367	1258	0.15	0	21
NW_022144969.1_region	0	0	0.00	0	0
NW_022144970.1	8351	325	0.04	0	6
NW_022144970.1_region	987	0	0.00	0	0
NW_022144971.1	8336	160	0.02	0	2
NW_022144971.1_region	0	0	0.00	0	0
NW_022144972.1	8298	205	0.02	0	4
NW_022144972.1_region	0	0	0.00	0	0
NW_022144973.1	8278	266	0.03	0	6
NW_022144973.1_region	0	0	0.00	0	0
NW_022144974.1	161611	2672002	16.53	0	1027
NW_022144974.1_region	0	0	0.00	0	0
NW_022144975.1	8272	897	0.11	0	13
NW_022144975.1_region	995	0	0.00	0	0
NW_022144976.1	8270	137	0.02	0	2
NW_022144976.1_region	0	0	0.00	0	0
NW_022144977.1	8265	649	0.08	0	5
NW_022144977.1_region	0	0	0.00	0	0
NW_022144978.1	8229	360	0.04	0	4
NW_022144978.1_region	0	0	0.00	0	0
NW_022144979.1	8217	397	0.05	0	6
NW_022144979.1_region	0	0	0.00	0	0
NW_022144980.1	8208	641	0.08	0	12
NW_022144980.1_region	0	0	0.00	0	0
NW_022144981.1	8193	72742	8.88	0	242
NW_022144981.1_region	0	0	0.00	0	0
NW_022144982.1	8177	1694	0.21	0	32
NW_022144982.1_region	0	0	0.00	0	0
NW_022144983.1	8151	364	0.04	0	6
NW_022144983.1_region	0	0	0.00	0	0
NW_022144984.1	8029	316	0.04	0	6
NW_022144984.1_region	0	0	0.00	0	0
NW_022144985.1	24776	174308	7.04	0	305
NW_022144985.1_region	0	0	0.00	0	0
NW_022144986.1	8004	615	0.08	0	12
NW_022144986.1_region	0	0	0.00	0	0
NW_022144987.1	7998	360	0.05	0	5
NW_022144987.1_region	0	0	0.00	0	0
NW_022144988.1	7984	236	0.03	0	3
NW_022144988.1_region	0	0	0.00	0	0
NW_022144989.1	7982	606	0.08	0	10
NW_022144989.1_region	0	0	0.00	0	0
NW_022144990.1	7899	466	0.06	0	8
NW_022144990.1_region	0	0	0.00	0	0
NW_022144991.1	7891	596	0.08	0	8
NW_022144991.1_region	0	0	0.00	0	0
NW_022144992.1	7805	309	0.04	0	4
NW_022144992.1_region	0	0	0.00	0	0
NW_022144993.1	7728	349	0.05	0	7
NW_022144993.1_region	0	0	0.00	0	0
NW_022144994.1	7684	431	0.06	0	6
NW_022144994.1_region	0	0	0.00	0	0
NW_022144995.1	7678	429	0.06	0	5
NW_022144995.1_region	0	0	0.00	0	0
NW_022144996.1	71277	167548	2.35	0	170
NW_022144996.1_region	0	0	0.00	0	0
NW_022144997.1	7613	329	0.04	0	4
NW_022144997.1_region	0	0	0.00	0	0
NW_022144998.1	7609	224	0.03	0	4
NW_022144998.1_region	0	0	0.00	0	0
NW_022144999.1	7608	593	0.08	0	10
NW_022144999.1_region	0	0	0.00	0	0
NW_022145000.1	7606	562	0.07	0	4
NW_022145000.1_region	0	0	0.00	0	0
NW_022145001.1	7549	134	0.02	0	2
NW_022145001.1_region	0	0	0.00	0	0
NW_022145002.1	7546	707	0.09	0	10
NW_022145002.1_region	471	0	0.00	0	0
NW_022145003.1	7508	80	0.01	0	2
NW_022145003.1_region	0	0	0.00	0	0
NW_022145004.1	7486	419	0.06	0	4
NW_022145004.1_region	450	0	0.00	0	0
NW_022145005.1	7447	276	0.04	0	8
NW_022145005.1_region	469	0	0.00	0	0
NW_022145006.1	7443	1013	0.14	0	11
NW_022145006.1_region	0	0	0.00	0	0
NW_022145007.1	83156	4055826	48.77	0	665
NW_022145007.1_region	0	0	0.00	0	0
NW_022145008.1	7433	311	0.04	0	2
NW_022145008.1_region	0	0	0.00	0	0
NW_022145009.1	7407	255	0.03	0	6
NW_022145009.1_region	0	0	0.00	0	0
NW_022145010.1	7379	331	0.04	0	4
NW_022145010.1_region	0	0	0.00	0	0
NW_022145011.1	7365	1992	0.27	0	96
NW_022145011.1_region	0	0	0.00	0	0
NW_022145012.1	7323	338	0.05	0	4
NW_022145012.1_region	0	0	0.00	0	0
NW_022145013.1	7318	137	0.02	0	3
NW_022145013.1_region	1291	0	0.00	0	0
NW_022145014.1	7312	200	0.03	0	2
NW_022145014.1_region	0	0	0.00	0	0
NW_022145015.1	7291	685	0.09	0	14
NW_022145015.1_region	0	0	0.00	0	0
NW_022145016.1	7291	252	0.03	0	6
NW_022145016.1_region	531	0	0.00	0	0
NW_022145017.1	7290	435	0.06	0	6
NW_022145017.1_region	0	0	0.00	0	0
NW_022145018.1	387561	4308445	11.12	0	1205
NW_022145018.1_region	9817	4993	0.51	0	27
NW_022145019.1	7256	630	0.09	0	8
NW_022145019.1_region	0	0	0.00	0	0
NW_022145020.1	7195	1700	0.24	0	62
NW_022145020.1_region	0	0	0.00	0	0
NW_022145021.1	7190	1408	0.20	0	15
NW_022145021.1_region	0	0	0.00	0	0
NW_022145022.1	7187	757	0.11	0	13
NW_022145022.1_region	0	0	0.00	0	0
NW_022145023.1	7105	1862	0.26	0	98
NW_022145023.1_region	0	0	0.00	0	0
NW_022145024.1	7072	376	0.05	0	4
NW_022145024.1_region	690	0	0.00	0	0
NW_022145025.1	6971	606	0.09	0	10
NW_022145025.1_region	0	0	0.00	0	0
NW_022145026.1	6961	155	0.02	0	3
NW_022145026.1_region	0	0	0.00	0	0
NW_022145027.1	6912	602	0.09	0	9
NW_022145027.1_region	0	0	0.00	0	0
NW_022145028.1	6909	438	0.06	0	7
NW_022145028.1_region	0	0	0.00	0	0
NW_022145029.1	136630	718443	5.26	0	303
NW_022145029.1_region	1579	992	0.63	0	20
NW_022145030.1	6887	788	0.11	0	40
NW_022145030.1_region	0	0	0.00	0	0
NW_022145031.1	6886	394	0.06	0	6
NW_022145031.1_region	0	0	0.00	0	0
NW_022145032.1	6870	368	0.05	0	6
NW_022145032.1_region	0	0	0.00	0	0
NW_022145033.1	6839	585	0.09	0	6
NW_022145033.1_region	1329	100	0.08	0	5
NW_022145034.1	6827	377	0.06	0	5
NW_022145034.1_region	0	0	0.00	0	0
NW_022145035.1	6767	351	0.05	0	5
NW_022145035.1_region	537	0	0.00	0	0
NW_022145036.1	6748	385	0.06	0	6
NW_022145036.1_region	0	0	0.00	0	0
NW_022145037.1	6730	2061	0.31	0	40
NW_022145037.1_region	0	0	0.00	0	0
NW_022145038.1	6694	219	0.03	0	4
NW_022145038.1_region	278	21	0.08	0	1
NW_022145039.1	6606	368	0.06	0	4
NW_022145039.1_region	0	0	0.00	0	0
NW_022145040.1	120375	412330	3.43	0	137
NW_022145040.1_region	0	0	0.00	0	0
NW_022145041.1	6594	503	0.08	0	6
NW_022145041.1_region	1332	0	0.00	0	0
NW_022145042.1	6590	266	0.04	0	4
NW_022145042.1_region	0	0	0.00	0	0
NW_022145043.1	6510	617	0.09	0	8
NW_022145043.1_region	0	0	0.00	0	0
NW_022145044.1	6461	292	0.05	0	4
NW_022145044.1_region	0	0	0.00	0	0
NW_022145045.1	6450	177	0.03	0	2
NW_022145045.1_region	0	0	0.00	0	0
NW_022145046.1	6448	315	0.05	0	7
NW_022145046.1_region	0	0	0.00	0	0
NW_022145047.1	6422	649	0.10	0	4
NW_022145047.1_region	0	0	0.00	0	0
NW_022145048.1	6417	288	0.04	0	4
NW_022145048.1_region	0	0	0.00	0	0
NW_022145049.1	6412	197	0.03	0	6
NW_022145049.1_region	0	0	0.00	0	0
NW_022145050.1	6336	358	0.06	0	4
NW_022145050.1_region	1079	0	0.00	0	0
NW_022145051.1	69137	151408	2.19	0	138
NW_022145051.1_region	0	0	0.00	0	0
NW_022145052.1	6319	445	0.07	0	6
NW_022145052.1_region	0	0	0.00	0	0
NW_022145053.1	6318	322	0.05	0	4
NW_022145053.1_region	0	0	0.00	0	0
NW_022145054.1	6313	270	0.04	0	4
NW_022145054.1_region	0	0	0.00	0	0
NW_022145056.1	6197	528	0.09	0	12
NW_022145056.1_region	0	0	0.00	0	0
NW_022145057.1	6184	681	0.11	0	13
NW_022145057.1_region	1390	0	0.00	0	0
