chrom	length	bases	mean	min	max
NW_022144823.1	14815	112	0.01	0	2
NW_022144823.1_region	0	0	0.00	0	0
NW_022144824.1	14806	552	0.04	0	12
NW_022144824.1_region	0	0	0.00	0	0
NW_022144825.1	14766	84	0.01	0	2
NW_022144825.1_region	0	0	0.00	0	0
NW_022144826.1	14747	63	0.00	0	2
NW_022144826.1_region	0	0	0.00	0	0
NW_022144827.1	14741	301	0.02	0	7
NW_022144827.1_region	0	0	0.00	0	0
NW_022144828.1	14710	19	0.00	0	1
NW_022144828.1_region	1104	19	0.02	0	1
NW_022144829.1	14707	38	0.00	0	2
NW_022144829.1_region	0	0	0.00	0	0
NW_022144830.1	14679	222	0.02	0	3
NW_022144830.1_region	549	0	0.00	0	0
NW_022144831.1	14604	177	0.01	0	2
NW_022144831.1_region	0	0	0.00	0	0
NW_022144832.1	14536	121	0.01	0	2
NW_022144832.1_region	0	0	0.00	0	0
NW_022144833.1	14472	452	0.03	0	8
NW_022144833.1_region	0	0	0.00	0	0
NW_022144834.1	14424	383	0.03	0	11
NW_022144834.1_region	0	0	0.00	0	0
NW_022144835.1	14392	26680	1.85	0	94
NW_022144835.1_region	0	0	0.00	0	0
NW_022144836.1	14366	71	0.00	0	2
NW_022144836.1_region	0	0	0.00	0	0
NW_022144837.1	14316	76	0.01	0	2
NW_022144837.1_region	474	0	0.00	0	0
NW_022144838.1	14178	216	0.02	0	3
NW_022144838.1_region	557	0	0.00	0	0
NW_022144839.1	14036	42	0.00	0	2
NW_022144839.1_region	0	0	0.00	0	0
NW_022144840.1	13984	64	0.00	0	2
NW_022144840.1_region	0	0	0.00	0	0
NW_022144841.1	13922	42	0.00	0	2
NW_022144841.1_region	642	0	0.00	0	0
NW_022144842.1	13691	747	0.05	0	17
NW_022144842.1_region	765	0	0.00	0	0
NW_022144844.1	13628	61	0.00	0	2
NW_022144844.1_region	975	0	0.00	0	0
NW_022144845.1	13496	183	0.01	0	3
NW_022144845.1_region	0	0	0.00	0	0
NW_022144847.1	13443	647	0.05	0	6
NW_022144847.1_region	0	0	0.00	0	0
NW_022144848.1	13325	315	0.02	0	8
NW_022144848.1_region	0	0	0.00	0	0
NW_022144849.1	13232	616	0.05	0	18
NW_022144849.1_region	501	0	0.00	0	0
NW_022144851.1	13037	1346	0.10	0	37
NW_022144851.1_region	0	0	0.00	0	0
NW_022144852.1	13005	42	0.00	0	2
NW_022144852.1_region	0	0	0.00	0	0
NW_022144854.1	12677	86	0.01	0	2
NW_022144854.1_region	0	0	0.00	0	0
NW_022144855.1	12615	221	0.02	0	2
NW_022144855.1_region	0	0	0.00	0	0
NW_022144856.1	12598	31	0.00	0	1
NW_022144856.1_region	0	0	0.00	0	0
NW_022144857.1	12436	40	0.00	0	2
NW_022144857.1_region	0	0	0.00	0	0
NW_022144858.1	12426	61	0.00	0	2
NW_022144858.1_region	0	0	0.00	0	0
NW_022144860.1	12325	146	0.01	0	3
NW_022144860.1_region	0	0	0.00	0	0
NW_022144861.1	12317	38	0.00	0	2
NW_022144861.1_region	0	0	0.00	0	0
NW_022144862.1	12297	145	0.01	0	3
NW_022144862.1_region	657	0	0.00	0	0
NW_022144863.1	12291	482	0.04	0	6
NW_022144863.1_region	0	0	0.00	0	0
NW_022144864.1	12247	89	0.01	0	2
NW_022144864.1_region	0	0	0.00	0	0
NW_022144865.1	12235	437	0.04	0	20
NW_022144865.1_region	495	0	0.00	0	0
NW_022144866.1	12202	178	0.01	0	3
NW_022144866.1_region	0	0	0.00	0	0
NW_022144867.1	12165	93	0.01	0	2
NW_022144867.1_region	0	0	0.00	0	0
NW_022144868.1	12125	157	0.01	0	4
NW_022144868.1_region	0	0	0.00	0	0
NW_022144869.1	12087	71770	5.94	0	316
NW_022144869.1_region	0	0	0.00	0	0
NW_022144871.1	11989	404	0.03	0	9
NW_022144871.1_region	0	0	0.00	0	0
NW_022144872.1	11899	158	0.01	0	2
NW_022144872.1_region	0	0	0.00	0	0
NW_022144873.1	11852	40	0.00	0	2
NW_022144873.1_region	1830	0	0.00	0	0
NW_022144874.1	11838	32	0.00	0	1
NW_022144874.1_region	0	0	0.00	0	0
NW_022144876.1	11673	424	0.04	0	8
NW_022144876.1_region	0	0	0.00	0	0
NW_022144877.1	11635	86	0.01	0	2
NW_022144877.1_region	0	0	0.00	0	0
NW_022144879.1	11539	347	0.03	0	4
NW_022144879.1_region	0	0	0.00	0	0
NW_022144880.1	11518	224	0.02	0	5
NW_022144880.1_region	0	0	0.00	0	0
NW_022144881.1	11448	248	0.02	0	8
NW_022144881.1_region	0	0	0.00	0	0
NW_022144882.1	11400	351	0.03	0	8
NW_022144882.1_region	0	0	0.00	0	0
NW_022144883.1	11312	24	0.00	0	1
NW_022144883.1_region	0	0	0.00	0	0
NW_022144884.1	11268	126	0.01	0	2
NW_022144884.1_region	0	0	0.00	0	0
NW_022144885.1	11127	377	0.03	0	8
NW_022144885.1_region	0	0	0.00	0	0
NW_022144886.1	74569	229994	3.08	0	149
NW_022144886.1_region	0	0	0.00	0	0
NW_022144887.1	11069	104	0.01	0	2
NW_022144887.1_region	0	0	0.00	0	0
NW_022144888.1	11058	170	0.02	0	5
NW_022144888.1_region	0	0	0.00	0	0
NW_022144889.1	11056	40	0.00	0	2
NW_022144889.1_region	0	0	0.00	0	0
NW_022144891.1	10968	28	0.00	0	1
NW_022144891.1_region	0	0	0.00	0	0
NW_022144893.1	10903	166	0.02	0	6
NW_022144893.1_region	0	0	0.00	0	0
NW_022144894.1	10814	164	0.02	0	2
NW_022144894.1_region	0	0	0.00	0	0
NW_022144895.1	10747	20	0.00	0	1
NW_022144895.1_region	0	0	0.00	0	0
NW_022144896.1	10744	44	0.00	0	1
NW_022144896.1_region	1205	0	0.00	0	0
NW_022144897.1	116516	2185254	18.75	0	360
NW_022144897.1_region	8798	136099	15.47	0	37
NW_022144898.1	10667	4971	0.47	0	28
NW_022144898.1_region	503	0	0.00	0	0
NW_022144899.1	10605	20	0.00	0	1
NW_022144899.1_region	0	0	0.00	0	0
NW_022144900.1	10598	69	0.01	0	2
NW_022144900.1_region	0	0	0.00	0	0
NW_022144901.1	10582	434	0.04	0	10
NW_022144901.1_region	1699	0	0.00	0	0
NW_022144902.1	10532	21	0.00	0	1
NW_022144902.1_region	0	0	0.00	0	0
NW_022144903.1	10529	96	0.01	0	2
NW_022144903.1_region	0	0	0.00	0	0
NW_022144904.1	10526	156	0.01	0	2
NW_022144904.1_region	335	0	0.00	0	0
NW_022144906.1	10376	138	0.01	0	3
NW_022144906.1_region	395	0	0.00	0	0
NW_022144907.1	10259	81	0.01	0	2
NW_022144907.1_region	0	0	0.00	0	0
NW_022144908.1	57212	636811	11.13	0	240
NW_022144908.1_region	0	0	0.00	0	0
NW_022144909.1	10257	82	0.01	0	2
NW_022144909.1_region	0	0	0.00	0	0
NW_022144912.1	10118	169	0.02	0	2
NW_022144912.1_region	0	0	0.00	0	0
NW_022144913.1	10045	77	0.01	0	2
NW_022144913.1_region	0	0	0.00	0	0
NW_022144914.1	10027	38	0.00	0	2
NW_022144914.1_region	0	0	0.00	0	0
NW_022144915.1	10023	457	0.05	0	14
NW_022144915.1_region	0	0	0.00	0	0
NW_022144917.1	9968	83	0.01	0	2
NW_022144917.1_region	0	0	0.00	0	0
NW_022144918.1	9948	447	0.04	0	10
NW_022144918.1_region	0	0	0.00	0	0
NW_022144919.1	101694	608143	5.98	0	167
NW_022144919.1_region	0	0	0.00	0	0
NW_022144921.1	9870	57	0.01	0	2
NW_022144921.1_region	0	0	0.00	0	0
NW_022144922.1	9860	61	0.01	0	2
NW_022144922.1_region	0	0	0.00	0	0
NW_022144923.1	9823	61	0.01	0	2
NW_022144923.1_region	0	0	0.00	0	0
NW_022144925.1	9791	120	0.01	0	2
NW_022144925.1_region	333	0	0.00	0	0
NW_022144926.1	9769	102	0.01	0	4
NW_022144926.1_region	1017	0	0.00	0	0
NW_022144927.1	9710	116	0.01	0	2
NW_022144927.1_region	0	0	0.00	0	0
NW_022144928.1	9694	84	0.01	0	2
NW_022144928.1_region	740	0	0.00	0	0
NW_022144929.1	9642	115	0.01	0	2
NW_022144929.1_region	0	0	0.00	0	0
NW_022144930.1	49449	262645	5.31	0	146
NW_022144930.1_region	920	4252	4.62	0	13
NW_022144931.1	9636	253	0.03	0	5
NW_022144931.1_region	1002	0	0.00	0	0
NW_022144932.1	9590	78	0.01	0	2
NW_022144932.1_region	0	0	0.00	0	0
NW_022144933.1	9519	1819	0.19	0	13
NW_022144933.1_region	0	0	0.00	0	0
NW_022144934.1	9503	125	0.01	0	2
NW_022144934.1_region	586	0	0.00	0	0
NW_022144936.1	9315	97	0.01	0	2
NW_022144936.1_region	0	0	0.00	0	0
NW_022144937.1	9305	90	0.01	0	2
NW_022144937.1_region	0	0	0.00	0	0
NW_022144938.1	9294	20	0.00	0	1
NW_022144938.1_region	0	0	0.00	0	0
NW_022144941.1	159342	481596	3.02	0	139
NW_022144941.1_region	10419	11781	1.13	0	11
NW_022144942.1	9236	124	0.01	0	4
NW_022144942.1_region	0	0	0.00	0	0
NW_022144943.1	9207	323	0.04	0	3
NW_022144943.1_region	0	0	0.00	0	0
NW_022144944.1	9202	24	0.00	0	1
NW_022144944.1_region	0	0	0.00	0	0
NW_022144945.1	9131	176	0.02	0	5
NW_022144945.1_region	489	0	0.00	0	0
NW_022144946.1	9108	42	0.00	0	2
NW_022144946.1_region	0	0	0.00	0	0
NW_022144947.1	9060	116	0.01	0	2
NW_022144947.1_region	0	0	0.00	0	0
NW_022144948.1	9047	49	0.01	0	1
NW_022144948.1_region	627	0	0.00	0	0
NW_022144949.1	9042	183	0.02	0	2
NW_022144949.1_region	0	0	0.00	0	0
NW_022144950.1	8932	24	0.00	0	1
NW_022144950.1_region	0	0	0.00	0	0
NW_022144951.1	8878	795	0.09	0	17
NW_022144951.1_region	0	0	0.00	0	0
NW_022144952.1	134345	286455	2.13	0	126
NW_022144952.1_region	4213	10426	2.47	0	16
NW_022144953.1	8840	40	0.00	0	2
NW_022144953.1_region	0	0	0.00	0	0
NW_022144954.1	8825	62	0.01	0	1
NW_022144954.1_region	468	0	0.00	0	0
NW_022144955.1	8703	708	0.08	0	22
NW_022144955.1_region	0	0	0.00	0	0
NW_022144956.1	8644	57	0.01	0	2
NW_022144956.1_region	0	0	0.00	0	0
NW_022144957.1	8617	389	0.05	0	6
NW_022144957.1_region	0	0	0.00	0	0
NW_022144958.1	8592	61	0.01	0	2
NW_022144958.1_region	0	0	0.00	0	0
NW_022144959.1	8588	59	0.01	0	2
NW_022144959.1_region	0	0	0.00	0	0
NW_022144960.1	8539	281	0.03	0	7
NW_022144960.1_region	0	0	0.00	0	0
NW_022144961.1	8519	66	0.01	0	2
NW_022144961.1_region	0	0	0.00	0	0
NW_022144962.1	8514	38	0.00	0	2
NW_022144962.1_region	0	0	0.00	0	0
NW_022144963.1	63343	168805	2.66	0	182
NW_022144963.1_region	868	10140	11.68	0	38
NW_022144964.1	8499	116	0.01	0	3
NW_022144964.1_region	0	0	0.00	0	0
NW_022144965.1	8462	59	0.01	0	2
NW_022144965.1_region	0	0	0.00	0	0
NW_022144966.1	8446	70	0.01	0	2
NW_022144966.1_region	0	0	0.00	0	0
NW_022144967.1	8427	51	0.01	0	2
NW_022144967.1_region	0	0	0.00	0	0
NW_022144968.1	8371	38	0.00	0	2
NW_022144968.1_region	0	0	0.00	0	0
NW_022144969.1	8367	103	0.01	0	2
NW_022144969.1_region	0	0	0.00	0	0
NW_022144970.1	8351	38	0.00	0	2
NW_022144970.1_region	987	0	0.00	0	0
NW_022144971.1	8336	41	0.00	0	1
NW_022144971.1_region	0	0	0.00	0	0
NW_022144972.1	8298	84	0.01	0	2
NW_022144972.1_region	0	0	0.00	0	0
NW_022144973.1	8278	78	0.01	0	2
NW_022144973.1_region	0	0	0.00	0	0
NW_022144974.1	161611	2069569	12.81	0	446
NW_022144974.1_region	0	0	0.00	0	0
NW_022144975.1	8272	313	0.04	0	5
NW_022144975.1_region	995	0	0.00	0	0
NW_022144976.1	8270	71	0.01	0	1
NW_022144976.1_region	0	0	0.00	0	0
NW_022144977.1	8265	42	0.01	0	1
NW_022144977.1_region	0	0	0.00	0	0
NW_022144978.1	8229	84	0.01	0	2
NW_022144978.1_region	0	0	0.00	0	0
NW_022144980.1	8208	78	0.01	0	2
NW_022144980.1_region	0	0	0.00	0	0
NW_022144981.1	8193	37613	4.59	0	116
NW_022144981.1_region	0	0	0.00	0	0
NW_022144982.1	8177	1603	0.20	0	33
NW_022144982.1_region	0	0	0.00	0	0
NW_022144983.1	8151	268	0.03	0	10
NW_022144983.1_region	0	0	0.00	0	0
NW_022144984.1	8029	122	0.02	0	2
NW_022144984.1_region	0	0	0.00	0	0
NW_022144985.1	24776	118697	4.79	0	252
NW_022144985.1_region	0	0	0.00	0	0
NW_022144986.1	8004	24	0.00	0	1
NW_022144986.1_region	0	0	0.00	0	0
NW_022144987.1	7998	81	0.01	0	2
NW_022144987.1_region	0	0	0.00	0	0
NW_022144989.1	7982	20	0.00	0	1
NW_022144989.1_region	0	0	0.00	0	0
NW_022144990.1	7899	64	0.01	0	2
NW_022144990.1_region	0	0	0.00	0	0
NW_022144991.1	7891	38	0.00	0	2
NW_022144991.1_region	0	0	0.00	0	0
NW_022144992.1	7805	85	0.01	0	2
NW_022144992.1_region	0	0	0.00	0	0
NW_022144993.1	7728	139	0.02	0	3
NW_022144993.1_region	0	0	0.00	0	0
NW_022144994.1	7684	114	0.01	0	2
NW_022144994.1_region	0	0	0.00	0	0
NW_022144995.1	7678	61	0.01	0	2
NW_022144995.1_region	0	0	0.00	0	0
NW_022144996.1	71277	179162	2.51	0	995
NW_022144996.1_region	0	0	0.00	0	0
NW_022144997.1	7613	97	0.01	0	2
NW_022144997.1_region	0	0	0.00	0	0
NW_022144998.1	7609	62	0.01	0	2
NW_022144998.1_region	0	0	0.00	0	0
NW_022145000.1	7606	84	0.01	0	2
NW_022145000.1_region	0	0	0.00	0	0
NW_022145002.1	7546	322	0.04	0	8
NW_022145002.1_region	471	0	0.00	0	0
NW_022145003.1	7508	40	0.01	0	1
NW_022145003.1_region	0	0	0.00	0	0
NW_022145004.1	7486	67	0.01	0	1
NW_022145004.1_region	450	0	0.00	0	0
NW_022145005.1	7447	21	0.00	0	1
NW_022145005.1_region	469	0	0.00	0	0
NW_022145006.1	7443	78	0.01	0	2
NW_022145006.1_region	0	0	0.00	0	0
NW_022145007.1	83156	132017	1.59	0	121
NW_022145007.1_region	0	0	0.00	0	0
NW_022145008.1	7433	108	0.01	0	2
NW_022145008.1_region	0	0	0.00	0	0
NW_022145009.1	7407	21	0.00	0	1
NW_022145009.1_region	0	0	0.00	0	0
NW_022145010.1	7379	20	0.00	0	1
NW_022145010.1_region	0	0	0.00	0	0
NW_022145013.1	7318	116	0.02	0	2
NW_022145013.1_region	1291	12	0.01	0	2
NW_022145014.1	7312	41	0.01	0	1
NW_022145014.1_region	0	0	0.00	0	0
NW_022145018.1	387561	2866729	7.40	0	651
NW_022145018.1_region	9817	20168	2.05	0	20
NW_022145020.1	7195	63	0.01	0	2
NW_022145020.1_region	0	0	0.00	0	0
NW_022145021.1	7190	423	0.06	0	6
NW_022145021.1_region	0	0	0.00	0	0
NW_022145022.1	7187	266	0.04	0	6
NW_022145022.1_region	0	0	0.00	0	0
NW_022145023.1	7105	118	0.02	0	4
NW_022145023.1_region	0	0	0.00	0	0
NW_022145024.1	7072	38	0.01	0	2
NW_022145024.1_region	690	0	0.00	0	0
NW_022145025.1	6971	25	0.00	0	1
NW_022145025.1_region	0	0	0.00	0	0
NW_022145028.1	6909	38	0.01	0	2
NW_022145028.1_region	0	0	0.00	0	0
NW_022145029.1	136630	579375	4.24	0	114
NW_022145029.1_region	1579	2199	1.39	0	5
NW_022145030.1	6887	60	0.01	0	2
NW_022145030.1_region	0	0	0.00	0	0
NW_022145031.1	6886	38	0.01	0	2
NW_022145031.1_region	0	0	0.00	0	0
NW_022145033.1	6839	88	0.01	0	2
NW_022145033.1_region	1329	0	0.00	0	0
NW_022145034.1	6827	38	0.01	0	2
NW_022145034.1_region	0	0	0.00	0	0
NW_022145035.1	6767	60	0.01	0	2
NW_022145035.1_region	537	0	0.00	0	0
NW_022145037.1	6730	1354	0.20	0	29
NW_022145037.1_region	0	0	0.00	0	0
NW_022145038.1	6694	99	0.01	0	2
NW_022145038.1_region	278	21	0.08	0	1
NW_022145039.1	6606	40	0.01	0	2
NW_022145039.1_region	0	0	0.00	0	0
NW_022145040.1	120375	303052	2.52	0	180
NW_022145040.1_region	0	0	0.00	0	0
NW_022145043.1	6510	38	0.01	0	2
NW_022145043.1_region	0	0	0.00	0	0
NW_022145044.1	6461	182	0.03	0	2
NW_022145044.1_region	0	0	0.00	0	0
NW_022145046.1	6448	72	0.01	0	2
NW_022145046.1_region	0	0	0.00	0	0
NW_022145047.1	6422	68	0.01	0	2
NW_022145047.1_region	0	0	0.00	0	0
NW_022145050.1	6336	118	0.02	0	4
NW_022145050.1_region	1079	0	0.00	0	0
NW_022145051.1	69137	187728	2.72	0	71
NW_022145051.1_region	0	0	0.00	0	0
NW_022145053.1	6318	172	0.03	0	4
NW_022145053.1_region	0	0	0.00	0	0
NW_022145056.1	6197	174	0.03	0	5
NW_022145056.1_region	0	0	0.00	0	0
NW_022145057.1	6184	25	0.00	0	1
NW_022145057.1_region	1390	0	0.00	0	0
NW_022145058.1	6166	20	0.00	0	1
NW_022145058.1_region	0	0	0.00	0	0
NW_022145059.1	6156	154	0.03	0	4
NW_022145059.1_region	0	0	0.00	0	0
NW_022145060.1	6138	178	0.03	0	4
NW_022145060.1_region	0	0	0.00	0	0
NW_022145061.1	6137	21	0.00	0	1
NW_022145061.1_region	0	0	0.00	0	0
NW_022145062.1	47922	46568	0.97	0	69
NW_022145062.1_region	0	0	0.00	0	0
NW_022145063.1	6118	120	0.02	0	4
NW_022145063.1_region	0	0	0.00	0	0
NW_022145064.1	6116	24	0.00	0	1
NW_022145064.1_region	663	0	0.00	0	0
NW_022145066.1	6082	145	0.02	0	4
NW_022145066.1_region	0	0	0.00	0	0
NW_022145067.1	6078	38	0.01	0	2
NW_022145067.1_region	349	0	0.00	0	0
NW_022145068.1	6067	39	0.01	0	2
NW_022145068.1_region	0	0	0.00	0	0
NW_022145069.1	6042	40	0.01	0	2
NW_022145069.1_region	0	0	0.00	0	0
NW_022145070.1	5912	356	0.06	0	12
NW_022145070.1_region	0	0	0.00	0	0
NW_022145073.1	125721	771147	6.13	0	806
NW_022145073.1_region	1128	1572	1.39	0	11
NW_022145074.1	5886	89	0.02	0	2
NW_022145074.1_region	0	0	0.00	0	0
NW_022145076.1	5852	179	0.03	0	5
NW_022145076.1_region	0	0	0.00	0	0
NW_022145077.1	5819	38	0.01	0	2
NW_022145077.1_region	0	0	0.00	0	0
NW_022145078.1	5814	402	0.07	0	10
NW_022145078.1_region	0	0	0.00	0	0
NW_022145080.1	5718	38	0.01	0	2
NW_022145080.1_region	0	0	0.00	0	0
NW_022145083.1	5623	3532	0.63	0	8
NW_022145083.1_region	0	0	0.00	0	0
NW_022145084.1	104907	293935	2.80	0	300
NW_022145084.1_region	0	0	0.00	0	0
NW_022145085.1	5609	3025	0.54	0	8
NW_022145085.1_region	0	0	0.00	0	0
NW_022145086.1	5578	130	0.02	0	4
NW_022145086.1_region	635	0	0.00	0	0
NW_022145087.1	5530	38	0.01	0	2
NW_022145087.1_region	0	0	0.00	0	0
NW_022145088.1	5487	905	0.16	0	22
NW_022145088.1_region	0	0	0.00	0	0
NW_022145089.1	5471	132	0.02	0	2
NW_022145089.1_region	0	0	0.00	0	0
NW_022145092.1	5321	108	0.02	0	2
NW_022145092.1_region	0	0	0.00	0	0
NW_022145093.1	5319	38	0.01	0	2
NW_022145093.1_region	0	0	0.00	0	0
NW_022145094.1	5316	76	0.01	0	2
NW_022145094.1_region	0	0	0.00	0	0
NW_022145095.1	119971	873182	7.28	0	834
NW_022145095.1_region	0	0	0.00	0	0
NW_022145097.1	3350	5434	1.62	0	34
NW_022145097.1_region	0	0	0.00	0	0
NW_022145098.1	5251	133756	25.47	0	434
NW_022145098.1_region	0	0	0.00	0	0
NW_022145099.1	5225	798	0.15	0	20
NW_022145099.1_region	0	0	0.00	0	0
NW_022145102.1	5187	29245	5.64	0	44
NW_022145102.1_region	0	0	0.00	0	0
NW_022145104.1	5153	438	0.08	0	22
NW_022145104.1_region	0	0	0.00	0	0
NW_022145105.1	5115	515	0.10	0	12
NW_022145105.1_region	0	0	0.00	0	0
NW_022145106.1	20950	27474	1.31	0	51
NW_022145106.1_region	0	0	0.00	0	0
NW_022145107.1	5060	76	0.02	0	2
NW_022145107.1_region	0	0	0.00	0	0
NW_022145108.1	5029	39	0.01	0	1
NW_022145108.1_region	0	0	0.00	0	0
NW_022145109.1	5000	19	0.00	0	1
NW_022145109.1_region	0	0	0.00	0	0
NW_022145111.1	4972	122	0.02	0	4
NW_022145111.1_region	0	0	0.00	0	0
NW_022145112.1	4951	21	0.00	0	1
NW_022145112.1_region	0	0	0.00	0	0
NW_022145115.1	4906	63	0.01	0	2
NW_022145115.1_region	0	0	0.00	0	0
NW_022145116.1	4896	23	0.00	0	1
NW_022145116.1_region	0	0	0.00	0	0
NW_022145117.1	47376	53190	1.12	0	57
NW_022145117.1_region	0	0	0.00	0	0
NW_022145118.1	4884	267	0.05	0	3
NW_022145118.1_region	0	0	0.00	0	0
NW_022145120.1	4846	86	0.02	0	2
NW_022145120.1_region	0	0	0.00	0	0
NW_022145121.1	4840	60	0.01	0	2
NW_022145121.1_region	0	0	0.00	0	0
NW_022145122.1	4808	46	0.01	0	1
