chrom	length	bases	mean	min	max
NW_022144780.1	18903	3128	0.17	0	20
NW_022144780.1_region	0	0	0.00	0	0
NW_022144781.1	18719	2886	0.15	0	39
NW_022144781.1_region	0	0	0.00	0	0
NW_022144782.1	18716	3565	0.19	0	44
NW_022144782.1_region	0	0	0.00	0	0
NW_022144783.1	18557	3713	0.20	0	18
NW_022144783.1_region	312	0	0.00	0	0
NW_022144784.1	18439	2770	0.15	0	16
NW_022144784.1_region	0	0	0.00	0	0
NW_022144785.1	18330	5038	0.27	0	26
NW_022144785.1_region	0	0	0.00	0	0
NW_022144786.1	18214	3112	0.17	0	16
NW_022144786.1_region	0	0	0.00	0	0
NW_022144787.1	18153	3553	0.20	0	21
NW_022144787.1_region	0	0	0.00	0	0
NW_022144788.1	17951	4773	0.27	0	28
NW_022144788.1_region	0	0	0.00	0	0
NW_022144789.1	17798	8814	0.50	0	116
NW_022144789.1_region	0	0	0.00	0	0
NW_022144790.1	17754	4093	0.23	0	30
NW_022144790.1_region	3724	1131	0.30	0	14
NW_022144791.1	17648	2651	0.15	0	12
NW_022144791.1_region	0	0	0.00	0	0
NW_022144792.1	17542	3014	0.17	0	14
NW_022144792.1_region	1403	0	0.00	0	0
NW_022144793.1	17493	5656	0.32	0	44
NW_022144793.1_region	0	0	0.00	0	0
NW_022144794.1	17213	4447	0.26	0	18
NW_022144794.1_region	0	0	0.00	0	0
NW_022144795.1	17172	1605	0.09	0	15
NW_022144795.1_region	0	0	0.00	0	0
NW_022144796.1	17039	4006	0.24	0	16
NW_022144796.1_region	894	0	0.00	0	0
NW_022144797.1	17012	3948	0.23	0	63
NW_022144797.1_region	0	0	0.00	0	0
NW_022144798.1	16271	4354	0.27	0	20
NW_022144798.1_region	0	0	0.00	0	0
NW_022144799.1	16212	3204	0.20	0	24
NW_022144799.1_region	1650	398	0.24	0	16
NW_022144800.1	16196	1543	0.10	0	16
NW_022144800.1_region	0	0	0.00	0	0
NW_022144801.1	16082	4170	0.26	0	22
NW_022144801.1_region	0	0	0.00	0	0
NW_022144802.1	16073	2801	0.17	0	20
NW_022144802.1_region	0	0	0.00	0	0
NW_022144803.1	15882	4602	0.29	0	120
NW_022144803.1_region	0	0	0.00	0	0
NW_022144804.1	15872	3027	0.19	0	30
NW_022144804.1_region	1277	588	0.46	0	30
NW_022144805.1	15755	10496	0.67	0	206
NW_022144805.1_region	0	0	0.00	0	0
NW_022144806.1	15729	2483	0.16	0	20
NW_022144806.1_region	0	0	0.00	0	0
NW_022144807.1	15717	1034	0.07	0	8
NW_022144807.1_region	0	0	0.00	0	0
NW_022144808.1	15697	1974	0.13	0	10
NW_022144808.1_region	0	0	0.00	0	0
NW_022144809.1	15254	3574	0.23	0	34
NW_022144809.1_region	624	2	0.00	0	1
NW_022144810.1	15245	2376	0.16	0	14
NW_022144810.1_region	0	0	0.00	0	0
NW_022144811.1	15184	2231	0.15	0	10
NW_022144811.1_region	1176	0	0.00	0	0
NW_022144812.1	15180	4551	0.30	0	40
NW_022144812.1_region	0	0	0.00	0	0
NW_022144813.1	64470	174346	2.70	0	148
NW_022144813.1_region	2668	40393	15.14	0	95
NW_022144814.1	20273	3060	0.15	0	10
NW_022144814.1_region	0	0	0.00	0	0
NW_022144815.1	19793	4150	0.21	0	16
NW_022144815.1_region	0	0	0.00	0	0
NW_022144816.1	18134	2465	0.14	0	9
NW_022144816.1_region	555	0	0.00	0	0
NW_022144817.1	17838	4716	0.26	0	22
NW_022144817.1_region	0	0	0.00	0	0
NW_022144818.1	15663	3095	0.20	0	16
NW_022144818.1_region	0	0	0.00	0	0
NW_022144819.1	25897	337828	13.05	0	468
NW_022144819.1_region	1580	127192	80.50	0	468
NW_022144820.1	14953	1869	0.12	0	10
NW_022144820.1_region	0	0	0.00	0	0
NW_022144821.1	14859	7835	0.53	0	162
NW_022144821.1_region	0	0	0.00	0	0
NW_022144822.1	14838	406	0.03	0	4
NW_022144822.1_region	0	0	0.00	0	0
NW_022144823.1	14815	3817	0.26	0	27
NW_022144823.1_region	0	0	0.00	0	0
NW_022144824.1	14806	4597	0.31	0	33
NW_022144824.1_region	0	0	0.00	0	0
NW_022144825.1	14766	6612	0.45	0	209
NW_022144825.1_region	0	0	0.00	0	0
NW_022144826.1	14747	3523	0.24	0	22
NW_022144826.1_region	0	0	0.00	0	0
NW_022144827.1	14741	5295	0.36	0	54
NW_022144827.1_region	0	0	0.00	0	0
NW_022144828.1	14710	4958	0.34	0	82
NW_022144828.1_region	1104	40	0.04	0	2
NW_022144829.1	14707	1418	0.10	0	8
NW_022144829.1_region	0	0	0.00	0	0
NW_022144830.1	14679	3519	0.24	0	21
NW_022144830.1_region	549	0	0.00	0	0
NW_022144831.1	14604	8536	0.58	0	324
NW_022144831.1_region	0	0	0.00	0	0
NW_022144832.1	14536	3753	0.26	0	24
NW_022144832.1_region	0	0	0.00	0	0
NW_022144833.1	14472	2880	0.20	0	22
NW_022144833.1_region	0	0	0.00	0	0
NW_022144834.1	14424	6095	0.42	0	132
NW_022144834.1_region	0	0	0.00	0	0
NW_022144835.1	14392	59758	4.15	0	200
NW_022144835.1_region	0	0	0.00	0	0
NW_022144836.1	14366	2615	0.18	0	22
NW_022144836.1_region	0	0	0.00	0	0
NW_022144837.1	14316	3982	0.28	0	28
NW_022144837.1_region	474	0	0.00	0	0
NW_022144838.1	14178	3686	0.26	0	14
NW_022144838.1_region	557	40	0.07	0	2
NW_022144839.1	14036	3210	0.23	0	14
NW_022144839.1_region	0	0	0.00	0	0
NW_022144840.1	13984	3465	0.25	0	24
NW_022144840.1_region	0	0	0.00	0	0
NW_022144841.1	13922	3402	0.24	0	38
NW_022144841.1_region	642	0	0.00	0	0
NW_022144842.1	13691	5067	0.37	0	44
NW_022144842.1_region	765	154	0.20	0	6
NW_022144843.1	13690	2624	0.19	0	12
NW_022144843.1_region	825	255	0.31	0	10
NW_022144844.1	13628	2895	0.21	0	19
NW_022144844.1_region	975	0	0.00	0	0
NW_022144845.1	13496	3724	0.28	0	16
NW_022144845.1_region	0	0	0.00	0	0
NW_022144846.1	13451	1959	0.15	0	22
NW_022144846.1_region	0	0	0.00	0	0
NW_022144847.1	13443	4370	0.33	0	27
NW_022144847.1_region	0	0	0.00	0	0
NW_022144848.1	13325	2835	0.21	0	14
NW_022144848.1_region	0	0	0.00	0	0
NW_022144849.1	13232	1650	0.12	0	9
NW_022144849.1_region	501	195	0.39	0	9
NW_022144850.1	13217	821	0.06	0	8
NW_022144850.1_region	0	0	0.00	0	0
NW_022144851.1	13037	4021	0.31	0	22
NW_022144851.1_region	0	0	0.00	0	0
NW_022144852.1	13005	3374	0.26	0	44
NW_022144852.1_region	0	0	0.00	0	0
NW_022144853.1	12874	657	0.05	0	9
NW_022144853.1_region	0	0	0.00	0	0
NW_022144854.1	12677	3435	0.27	0	13
NW_022144854.1_region	0	0	0.00	0	0
NW_022144855.1	12615	2111	0.17	0	13
NW_022144855.1_region	0	0	0.00	0	0
NW_022144856.1	12598	6181	0.49	0	174
NW_022144856.1_region	0	0	0.00	0	0
NW_022144857.1	12436	1365	0.11	0	8
NW_022144857.1_region	0	0	0.00	0	0
NW_022144858.1	12426	1715	0.14	0	18
NW_022144858.1_region	0	0	0.00	0	0
NW_022144859.1	12331	1772	0.14	0	8
NW_022144859.1_region	690	114	0.17	0	4
NW_022144860.1	12325	2265	0.18	0	30
NW_022144860.1_region	0	0	0.00	0	0
NW_022144861.1	12317	1961	0.16	0	22
NW_022144861.1_region	0	0	0.00	0	0
NW_022144862.1	12297	4549	0.37	0	78
NW_022144862.1_region	657	24	0.04	0	1
NW_022144863.1	12291	5217	0.42	0	70
NW_022144863.1_region	0	0	0.00	0	0
NW_022144864.1	12247	2932	0.24	0	18
NW_022144864.1_region	0	0	0.00	0	0
NW_022144865.1	12235	1865	0.15	0	16
NW_022144865.1_region	495	80	0.16	0	16
NW_022144866.1	12202	3713	0.30	0	76
NW_022144866.1_region	0	0	0.00	0	0
NW_022144867.1	12165	1823	0.15	0	12
NW_022144867.1_region	0	0	0.00	0	0
NW_022144868.1	12125	1825	0.15	0	20
NW_022144868.1_region	0	0	0.00	0	0
NW_022144869.1	12087	961	0.08	0	6
NW_022144869.1_region	0	0	0.00	0	0
NW_022144870.1	11997	2276	0.19	0	24
NW_022144870.1_region	0	0	0.00	0	0
NW_022144871.1	11989	3896	0.32	0	28
NW_022144871.1_region	0	0	0.00	0	0
NW_022144872.1	11899	4558	0.38	0	48
NW_022144872.1_region	0	0	0.00	0	0
NW_022144873.1	11852	2523	0.21	0	32
NW_022144873.1_region	1830	275	0.15	0	10
NW_022144874.1	11838	1126	0.10	0	10
NW_022144874.1_region	0	0	0.00	0	0
NW_022144875.1	11825	1217	0.10	0	8
NW_022144875.1_region	469	0	0.00	0	0
NW_022144876.1	11673	21115	1.81	0	543
NW_022144876.1_region	0	0	0.00	0	0
NW_022144877.1	11635	2647	0.23	0	16
NW_022144877.1_region	0	0	0.00	0	0
NW_022144878.1	11630	1853	0.16	0	16
NW_022144878.1_region	1896	320	0.17	0	16
NW_022144879.1	11539	3803	0.33	0	28
NW_022144879.1_region	0	0	0.00	0	0
NW_022144880.1	11518	2454	0.21	0	19
NW_022144880.1_region	0	0	0.00	0	0
NW_022144881.1	11448	1775	0.16	0	14
NW_022144881.1_region	0	0	0.00	0	0
NW_022144882.1	11400	2410	0.21	0	24
NW_022144882.1_region	0	0	0.00	0	0
NW_022144883.1	11312	2670	0.24	0	20
NW_022144883.1_region	0	0	0.00	0	0
NW_022144884.1	11268	2049	0.18	0	10
NW_022144884.1_region	0	0	0.00	0	0
NW_022144885.1	11127	1916	0.17	0	14
NW_022144885.1_region	0	0	0.00	0	0
NW_022144886.1	74569	70785	0.95	0	199
NW_022144886.1_region	0	0	0.00	0	0
NW_022144887.1	11069	2021	0.18	0	20
NW_022144887.1_region	0	0	0.00	0	0
NW_022144888.1	11058	3040	0.27	0	40
NW_022144888.1_region	0	0	0.00	0	0
NW_022144889.1	11056	2062	0.19	0	15
NW_022144889.1_region	0	0	0.00	0	0
NW_022144890.1	10990	2209	0.20	0	18
NW_022144890.1_region	957	36	0.04	0	2
NW_022144891.1	10968	1967	0.18	0	20
NW_022144891.1_region	0	0	0.00	0	0
NW_022144892.1	10910	928	0.09	0	8
NW_022144892.1_region	0	0	0.00	0	0
NW_022144893.1	10903	1618	0.15	0	24
NW_022144893.1_region	0	0	0.00	0	0
NW_022144894.1	10814	777	0.07	0	9
NW_022144894.1_region	0	0	0.00	0	0
NW_022144895.1	10747	3106	0.29	0	30
NW_022144895.1_region	0	0	0.00	0	0
NW_022144896.1	10744	1859	0.17	0	12
NW_022144896.1_region	1205	0	0.00	0	0
NW_022144897.1	116516	1379723	11.84	0	3784
NW_022144897.1_region	8798	19	0.00	0	1
NW_022144898.1	10667	48069	4.51	0	335
NW_022144898.1_region	503	0	0.00	0	0
NW_022144899.1	10605	1679	0.16	0	8
NW_022144899.1_region	0	0	0.00	0	0
NW_022144900.1	10598	2343	0.22	0	20
NW_022144900.1_region	0	0	0.00	0	0
NW_022144901.1	10582	1867	0.18	0	14
NW_022144901.1_region	1699	0	0.00	0	0
NW_022144902.1	10532	1290	0.12	0	22
NW_022144902.1_region	0	0	0.00	0	0
NW_022144903.1	10529	1882	0.18	0	22
NW_022144903.1_region	0	0	0.00	0	0
NW_022144904.1	10526	3195	0.30	0	56
NW_022144904.1_region	335	0	0.00	0	0
NW_022144905.1	10508	3278	0.31	0	60
NW_022144905.1_region	0	0	0.00	0	0
NW_022144906.1	10376	2000	0.19	0	10
NW_022144906.1_region	395	40	0.10	0	2
NW_022144907.1	10259	482	0.05	0	7
NW_022144907.1_region	0	0	0.00	0	0
NW_022144908.1	57212	641004	11.20	0	5202
NW_022144908.1_region	0	0	0.00	0	0
NW_022144909.1	10257	2110	0.21	0	14
NW_022144909.1_region	0	0	0.00	0	0
NW_022144910.1	10238	2124	0.21	0	15
NW_022144910.1_region	0	0	0.00	0	0
NW_022144911.1	10215	1749	0.17	0	12
NW_022144911.1_region	1194	0	0.00	0	0
NW_022144912.1	10118	1629	0.16	0	10
NW_022144912.1_region	0	0	0.00	0	0
NW_022144913.1	10045	2199	0.22	0	22
NW_022144913.1_region	0	0	0.00	0	0
NW_022144914.1	10027	2145	0.21	0	20
NW_022144914.1_region	0	0	0.00	0	0
NW_022144915.1	10023	4496	0.45	0	47
NW_022144915.1_region	0	0	0.00	0	0
NW_022144916.1	9977	2250	0.23	0	14
NW_022144916.1_region	0	0	0.00	0	0
NW_022144917.1	9968	2269	0.23	0	24
NW_022144917.1_region	0	0	0.00	0	0
NW_022144918.1	9948	8249	0.83	0	286
NW_022144918.1_region	0	0	0.00	0	0
NW_022144919.1	101694	931011	9.16	0	312
NW_022144919.1_region	0	0	0.00	0	0
NW_022144920.1	9893	2492	0.25	0	16
NW_022144920.1_region	0	0	0.00	0	0
NW_022144921.1	9870	2125	0.22	0	28
NW_022144921.1_region	0	0	0.00	0	0
NW_022144922.1	9860	1466	0.15	0	10
NW_022144922.1_region	0	0	0.00	0	0
NW_022144923.1	9823	21545	2.19	0	577
NW_022144923.1_region	0	0	0.00	0	0
NW_022144924.1	9823	2037	0.21	0	12
NW_022144924.1_region	0	0	0.00	0	0
NW_022144925.1	9791	2438	0.25	0	66
NW_022144925.1_region	333	0	0.00	0	0
NW_022144926.1	9769	1849	0.19	0	20
NW_022144926.1_region	1017	0	0.00	0	0
NW_022144927.1	9710	1701	0.18	0	24
NW_022144927.1_region	0	0	0.00	0	0
NW_022144928.1	9694	3337	0.34	0	52
NW_022144928.1_region	740	20	0.03	0	2
NW_022144929.1	9642	1358	0.14	0	12
NW_022144929.1_region	0	0	0.00	0	0
NW_022144930.1	49449	637889	12.90	0	2717
NW_022144930.1_region	920	5169	5.62	0	40
NW_022144931.1	9636	2040	0.21	0	25
NW_022144931.1_region	1002	76	0.08	0	4
NW_022144932.1	9590	2555	0.27	0	32
NW_022144932.1_region	0	0	0.00	0	0
NW_022144933.1	9519	29943	3.15	0	143
NW_022144933.1_region	0	0	0.00	0	0
NW_022144934.1	9503	2939	0.31	0	15
NW_022144934.1_region	586	0	0.00	0	0
NW_022144935.1	9369	1790	0.19	0	18
NW_022144935.1_region	0	0	0.00	0	0
NW_022144936.1	9315	1776	0.19	0	18
NW_022144936.1_region	0	0	0.00	0	0
NW_022144937.1	9305	6301	0.68	0	108
NW_022144937.1_region	0	0	0.00	0	0
NW_022144938.1	9294	1860	0.20	0	22
NW_022144938.1_region	0	0	0.00	0	0
NW_022144939.1	9275	2677	0.29	0	20
NW_022144939.1_region	0	0	0.00	0	0
NW_022144940.1	9267	1731	0.19	0	20
NW_022144940.1_region	0	0	0.00	0	0
NW_022144941.1	159342	709275	4.45	0	1281
NW_022144941.1_region	10419	16447	1.58	0	43
NW_022144942.1	9236	3929	0.43	0	62
NW_022144942.1_region	0	0	0.00	0	0
NW_022144943.1	9207	4412	0.48	0	42
NW_022144943.1_region	0	0	0.00	0	0
NW_022144944.1	9202	1251	0.14	0	24
NW_022144944.1_region	0	0	0.00	0	0
NW_022144945.1	9131	1172	0.13	0	14
NW_022144945.1_region	489	0	0.00	0	0
NW_022144946.1	9108	2357	0.26	0	16
NW_022144946.1_region	0	0	0.00	0	0
NW_022144947.1	9060	1681	0.19	0	10
NW_022144947.1_region	0	0	0.00	0	0
NW_022144948.1	9047	1805	0.20	0	16
NW_022144948.1_region	627	0	0.00	0	0
NW_022144949.1	9042	5958	0.66	0	89
NW_022144949.1_region	0	0	0.00	0	0
NW_022144950.1	8932	1536	0.17	0	16
NW_022144950.1_region	0	0	0.00	0	0
NW_022144951.1	8878	2714	0.31	0	22
NW_022144951.1_region	0	0	0.00	0	0
NW_022144952.1	134345	234177	1.74	0	634
NW_022144952.1_region	4213	5590	1.33	0	17
NW_022144953.1	8840	618	0.07	0	8
NW_022144953.1_region	0	0	0.00	0	0
NW_022144954.1	8825	1318	0.15	0	12
NW_022144954.1_region	468	0	0.00	0	0
NW_022144955.1	8703	2662	0.31	0	26
NW_022144955.1_region	0	0	0.00	0	0
NW_022144956.1	8644	1201	0.14	0	9
NW_022144956.1_region	0	0	0.00	0	0
NW_022144957.1	8617	2026	0.24	0	15
NW_022144957.1_region	0	0	0.00	0	0
NW_022144958.1	8592	2314	0.27	0	28
NW_022144958.1_region	0	0	0.00	0	0
NW_022144959.1	8588	1432	0.17	0	15
NW_022144959.1_region	0	0	0.00	0	0
NW_022144960.1	8539	1645	0.19	0	10
NW_022144960.1_region	0	0	0.00	0	0
NW_022144961.1	8519	1671	0.20	0	16
NW_022144961.1_region	0	0	0.00	0	0
NW_022144962.1	8514	1863	0.22	0	12
NW_022144962.1_region	0	0	0.00	0	0
NW_022144963.1	63343	407099	6.43	0	478
NW_022144963.1_region	868	41187	47.45	0	283
NW_022144964.1	8499	1394	0.16	0	18
NW_022144964.1_region	0	0	0.00	0	0
NW_022144965.1	8462	1408	0.17	0	8
NW_022144965.1_region	0	0	0.00	0	0
NW_022144966.1	8446	3170	0.38	0	18
NW_022144966.1_region	0	0	0.00	0	0
NW_022144967.1	8427	662	0.08	0	8
NW_022144967.1_region	0	0	0.00	0	0
NW_022144968.1	8371	2503	0.30	0	34
NW_022144968.1_region	0	0	0.00	0	0
NW_022144969.1	8367	3864	0.46	0	45
NW_022144969.1_region	0	0	0.00	0	0
NW_022144970.1	8351	1419	0.17	0	20
NW_022144970.1_region	987	0	0.00	0	0
NW_022144971.1	8336	2177	0.26	0	22
NW_022144971.1_region	0	0	0.00	0	0
NW_022144972.1	8298	4339	0.52	0	103
NW_022144972.1_region	0	0	0.00	0	0
NW_022144973.1	8278	1825	0.22	0	14
NW_022144973.1_region	0	0	0.00	0	0
NW_022144974.1	161611	2578804	15.96	0	3583
NW_022144974.1_region	0	0	0.00	0	0
NW_022144975.1	8272	4735	0.57	0	187
NW_022144975.1_region	995	18	0.02	0	1
NW_022144976.1	8270	961	0.12	0	16
NW_022144976.1_region	0	0	0.00	0	0
NW_022144977.1	8265	2300	0.28	0	16
NW_022144977.1_region	0	0	0.00	0	0
NW_022144978.1	8229	1536	0.19	0	20
NW_022144978.1_region	0	0	0.00	0	0
NW_022144979.1	8217	1653	0.20	0	16
NW_022144979.1_region	0	0	0.00	0	0
NW_022144980.1	8208	1917	0.23	0	14
NW_022144980.1_region	0	0	0.00	0	0
NW_022144981.1	8193	225051	27.47	0	1443
NW_022144981.1_region	0	0	0.00	0	0
NW_022144982.1	8177	10808	1.32	0	131
NW_022144982.1_region	0	0	0.00	0	0
NW_022144983.1	8151	916	0.11	0	10
NW_022144983.1_region	0	0	0.00	0	0
NW_022144984.1	8029	1490	0.19	0	14
NW_022144984.1_region	0	0	0.00	0	0
NW_022144985.1	24776	17863	0.72	0	149
NW_022144985.1_region	0	0	0.00	0	0
NW_022144986.1	8004	2398	0.30	0	26
NW_022144986.1_region	0	0	0.00	0	0
NW_022144987.1	7998	1379	0.17	0	12
NW_022144987.1_region	0	0	0.00	0	0
NW_022144988.1	7984	764	0.10	0	6
NW_022144988.1_region	0	0	0.00	0	0
NW_022144989.1	7982	1221	0.15	0	10
NW_022144989.1_region	0	0	0.00	0	0
NW_022144990.1	7899	1653	0.21	0	24
NW_022144990.1_region	0	0	0.00	0	0
NW_022144991.1	7891	1025	0.13	0	14
NW_022144991.1_region	0	0	0.00	0	0
NW_022144992.1	7805	3037	0.39	0	52
NW_022144992.1_region	0	0	0.00	0	0
NW_022144993.1	7728	1420	0.18	0	15
NW_022144993.1_region	0	0	0.00	0	0
NW_022144994.1	7684	647	0.08	0	8
NW_022144994.1_region	0	0	0.00	0	0
NW_022144995.1	7678	945	0.12	0	10
NW_022144995.1_region	0	0	0.00	0	0
NW_022144996.1	71277	174866	2.45	0	404
NW_022144996.1_region	0	0	0.00	0	0
NW_022144997.1	7613	13209	1.74	0	248
NW_022144997.1_region	0	0	0.00	0	0
NW_022144998.1	7609	1505	0.20	0	12
NW_022144998.1_region	0	0	0.00	0	0
NW_022144999.1	7608	1524	0.20	0	14
NW_022144999.1_region	0	0	0.00	0	0
NW_022145000.1	7606	1357	0.18	0	12
NW_022145000.1_region	0	0	0.00	0	0
NW_022145001.1	7549	673	0.09	0	22
NW_022145001.1_region	0	0	0.00	0	0
NW_022145002.1	7546	2647	0.35	0	38
NW_022145002.1_region	471	114	0.24	0	6
NW_022145003.1	7508	1669	0.22	0	23
NW_022145003.1_region	0	0	0.00	0	0
NW_022145004.1	7486	1507	0.20	0	16
NW_022145004.1_region	450	224	0.50	0	16
NW_022145005.1	7447	1038	0.14	0	12
NW_022145005.1_region	469	40	0.09	0	2
NW_022145006.1	7443	1556	0.21	0	12
NW_022145006.1_region	0	0	0.00	0	0
NW_022145007.1	83156	2693	0.03	0	12
NW_022145007.1_region	0	0	0.00	0	0
NW_022145008.1	7433	2394	0.32	0	20
NW_022145008.1_region	0	0	0.00	0	0
NW_022145009.1	7407	887	0.12	0	12
NW_022145009.1_region	0	0	0.00	0	0
NW_022145010.1	7379	1374	0.19	0	11
NW_022145010.1_region	0	0	0.00	0	0
NW_022145011.1	7365	1285	0.17	0	17
NW_022145011.1_region	0	0	0.00	0	0
NW_022145012.1	7323	3142	0.43	0	41
NW_022145012.1_region	0	0	0.00	0	0
NW_022145013.1	7318	1454	0.20	0	22
NW_022145013.1_region	1291	0	0.00	0	0
NW_022145014.1	7312	721	0.10	0	6
NW_022145014.1_region	0	0	0.00	0	0
NW_022145015.1	7291	1092	0.15	0	8
NW_022145015.1_region	0	0	0.00	0	0
NW_022145016.1	7291	1045	0.14	0	8
NW_022145016.1_region	531	38	0.07	0	2
NW_022145017.1	7290	1022	0.14	0	8
NW_022145017.1_region	0	0	0.00	0	0
NW_022145018.1	387561	2700921	6.97	0	2525
NW_022145018.1_region	9817	22460	2.29	0	111
NW_022145019.1	7256	636	0.09	0	6
NW_022145019.1_region	0	0	0.00	0	0
NW_022145020.1	7195	1522	0.21	0	20
NW_022145020.1_region	0	0	0.00	0	0
NW_022145021.1	7190	4951	0.69	0	18
NW_022145021.1_region	0	0	0.00	0	0
NW_022145022.1	7187	3029	0.42	0	27
NW_022145022.1_region	0	0	0.00	0	0
NW_022145023.1	7105	688	0.10	0	12
NW_022145023.1_region	0	0	0.00	0	0
NW_022145024.1	7072	683	0.10	0	6
NW_022145024.1_region	690	76	0.11	0	4
NW_022145025.1	6971	1936	0.28	0	12
NW_022145025.1_region	0	0	0.00	0	0
NW_022145026.1	6961	826	0.12	0	12
NW_022145026.1_region	0	0	0.00	0	0
NW_022145027.1	6912	1357	0.20	0	8
NW_022145027.1_region	0	0	0.00	0	0
NW_022145028.1	6909	1594	0.23	0	16
NW_022145028.1_region	0	0	0.00	0	0
NW_022145029.1	136630	436210	3.19	0	455
NW_022145029.1_region	1579	731	0.46	0	34
NW_022145030.1	6887	1939	0.28	0	68
NW_022145030.1_region	0	0	0.00	0	0
NW_022145031.1	6886	1775	0.26	0	30
NW_022145031.1_region	0	0	0.00	0	0
NW_022145032.1	6870	656	0.10	0	6
NW_022145032.1_region	0	0	0.00	0	0
NW_022145033.1	6839	1792	0.26	0	16
NW_022145033.1_region	1329	228	0.17	0	8
NW_022145034.1	6827	1946	0.29	0	21
NW_022145034.1_region	0	0	0.00	0	0
NW_022145035.1	6767	851	0.13	0	10
NW_022145035.1_region	537	82	0.15	0	4
NW_022145036.1	6748	1055	0.16	0	11
NW_022145036.1_region	0	0	0.00	0	0
NW_022145037.1	6730	4673	0.69	0	81
NW_022145037.1_region	0	0	0.00	0	0
NW_022145038.1	6694	392	0.06	0	8
NW_022145038.1_region	278	0	0.00	0	0
NW_022145039.1	6606	1465	0.22	0	10
NW_022145039.1_region	0	0	0.00	0	0
NW_022145040.1	120375	38822	0.32	0	104
NW_022145040.1_region	0	0	0.00	0	0
NW_022145041.1	6594	1763	0.27	0	24
NW_022145041.1_region	1332	36	0.03	0	10
NW_022145042.1	6590	1713	0.26	0	14
NW_022145042.1_region	0	0	0.00	0	0
NW_022145043.1	6510	2303	0.35	0	31
NW_022145043.1_region	0	0	0.00	0	0
NW_022145044.1	6461	634	0.10	0	4
NW_022145044.1_region	0	0	0.00	0	0
NW_022145045.1	6450	1867	0.29	0	19
NW_022145045.1_region	0	0	0.00	0	0
NW_022145046.1	6448	1533	0.24	0	14
NW_022145046.1_region	0	0	0.00	0	0
NW_022145047.1	6422	1197	0.19	0	12
NW_022145047.1_region	0	0	0.00	0	0
NW_022145048.1	6417	1009	0.16	0	8
NW_022145048.1_region	0	0	0.00	0	0
NW_022145049.1	6412	340	0.05	0	4
NW_022145049.1_region	0	0	0.00	0	0
