chrom	length	bases	mean	min	max
NW_022144859.1	12331	4825	0.39	0	50
NW_022144859.1_region	690	72	0.10	0	4
NW_022144860.1	12325	1906	0.15	0	30
NW_022144860.1_region	0	0	0.00	0	0
NW_022144861.1	12317	2984	0.24	0	12
NW_022144861.1_region	0	0	0.00	0	0
NW_022144862.1	12297	1854	0.15	0	19
NW_022144862.1_region	657	214	0.33	0	10
NW_022144863.1	12291	4044	0.33	0	21
NW_022144863.1_region	0	0	0.00	0	0
NW_022144864.1	12247	3078	0.25	0	13
NW_022144864.1_region	0	0	0.00	0	0
NW_022144865.1	12235	1113	0.09	0	6
NW_022144865.1_region	495	0	0.00	0	0
NW_022144866.1	12202	2940	0.24	0	10
NW_022144866.1_region	0	0	0.00	0	0
NW_022144867.1	12165	1271	0.10	0	7
NW_022144867.1_region	0	0	0.00	0	0
NW_022144868.1	12125	1881	0.16	0	12
NW_022144868.1_region	0	0	0.00	0	0
NW_022144869.1	12087	17663	1.46	0	49
NW_022144869.1_region	0	0	0.00	0	0
NW_022144870.1	11997	2303	0.19	0	9
NW_022144870.1_region	0	0	0.00	0	0
NW_022144871.1	11989	4461	0.37	0	39
NW_022144871.1_region	0	0	0.00	0	0
NW_022144872.1	11899	2352	0.20	0	18
NW_022144872.1_region	0	0	0.00	0	0
NW_022144873.1	11852	2197	0.19	0	18
NW_022144873.1_region	1830	273	0.15	0	7
NW_022144874.1	11838	2317	0.20	0	14
NW_022144874.1_region	0	0	0.00	0	0
NW_022144875.1	11825	1870	0.16	0	15
NW_022144875.1_region	469	38	0.08	0	2
NW_022144876.1	11673	2690	0.23	0	44
NW_022144876.1_region	0	0	0.00	0	0
NW_022144877.1	11635	2644	0.23	0	13
NW_022144877.1_region	0	0	0.00	0	0
NW_022144878.1	11630	1575	0.14	0	13
NW_022144878.1_region	1896	4	0.00	0	4
NW_022144879.1	11539	3636	0.32	0	18
NW_022144879.1_region	0	0	0.00	0	0
NW_022144880.1	11518	3569	0.31	0	20
NW_022144880.1_region	0	0	0.00	0	0
NW_022144881.1	11448	2037	0.18	0	13
NW_022144881.1_region	0	0	0.00	0	0
NW_022144882.1	11400	2925	0.26	0	35
NW_022144882.1_region	0	0	0.00	0	0
NW_022144883.1	11312	2174	0.19	0	8
NW_022144883.1_region	0	0	0.00	0	0
NW_022144884.1	11268	2096	0.19	0	16
NW_022144884.1_region	0	0	0.00	0	0
NW_022144885.1	11127	2695	0.24	0	10
NW_022144885.1_region	0	0	0.00	0	0
NW_022144886.1	74569	245497	3.29	0	716
NW_022144886.1_region	0	0	0.00	0	0
NW_022144887.1	11069	1763	0.16	0	8
NW_022144887.1_region	0	0	0.00	0	0
NW_022144888.1	11058	25570	2.31	0	893
NW_022144888.1_region	0	0	0.00	0	0
NW_022144889.1	11056	2133	0.19	0	14
NW_022144889.1_region	0	0	0.00	0	0
NW_022144890.1	10990	2407	0.22	0	14
NW_022144890.1_region	957	84	0.09	0	14
NW_022144891.1	10968	1897	0.17	0	6
NW_022144891.1_region	0	0	0.00	0	0
NW_022144892.1	10910	1139	0.10	0	10
NW_022144892.1_region	0	0	0.00	0	0
NW_022144893.1	10903	3120	0.29	0	23
NW_022144893.1_region	0	0	0.00	0	0
NW_022144894.1	10814	1833	0.17	0	12
NW_022144894.1_region	0	0	0.00	0	0
NW_022144895.1	10747	1678	0.16	0	8
NW_022144895.1_region	0	0	0.00	0	0
NW_022144896.1	10744	1290	0.12	0	18
NW_022144896.1_region	1205	0	0.00	0	0
NW_022144897.1	116516	2331886	20.01	0	1403
NW_022144897.1_region	8798	25380	2.88	0	25
NW_022144898.1	10667	26297	2.47	0	159
NW_022144898.1_region	503	0	0.00	0	0
NW_022144899.1	10605	2683	0.25	0	14
NW_022144899.1_region	0	0	0.00	0	0
NW_022144900.1	10598	2221	0.21	0	10
NW_022144900.1_region	0	0	0.00	0	0
NW_022144901.1	10582	1699	0.16	0	18
NW_022144901.1_region	1699	81	0.05	0	2
NW_022144902.1	10532	1307	0.12	0	14
NW_022144902.1_region	0	0	0.00	0	0
NW_022144903.1	10529	1992	0.19	0	14
NW_022144903.1_region	0	0	0.00	0	0
NW_022144904.1	10526	1847	0.18	0	12
NW_022144904.1_region	335	0	0.00	0	0
NW_022144905.1	10508	3700	0.35	0	92
NW_022144905.1_region	0	0	0.00	0	0
NW_022144906.1	10376	3228	0.31	0	22
NW_022144906.1_region	395	0	0.00	0	0
NW_022144907.1	10259	1017	0.10	0	10
NW_022144907.1_region	0	0	0.00	0	0
NW_022144908.1	57212	159448	2.79	0	523
NW_022144908.1_region	0	0	0.00	0	0
NW_022144909.1	10257	2285	0.22	0	16
NW_022144909.1_region	0	0	0.00	0	0
NW_022144910.1	10238	2284	0.22	0	14
NW_022144910.1_region	0	0	0.00	0	0
NW_022144911.1	10215	1488	0.15	0	9
NW_022144911.1_region	1194	132	0.11	0	6
NW_022144912.1	10118	2095	0.21	0	10
NW_022144912.1_region	0	0	0.00	0	0
NW_022144913.1	10045	1390	0.14	0	9
NW_022144913.1_region	0	0	0.00	0	0
NW_022144914.1	10027	1518	0.15	0	6
NW_022144914.1_region	0	0	0.00	0	0
NW_022144915.1	10023	5069	0.51	0	61
NW_022144915.1_region	0	0	0.00	0	0
NW_022144916.1	9977	1423	0.14	0	9
NW_022144916.1_region	0	0	0.00	0	0
NW_022144917.1	9968	1576	0.16	0	12
NW_022144917.1_region	0	0	0.00	0	0
NW_022144918.1	9948	9416	0.95	0	299
NW_022144918.1_region	0	0	0.00	0	0
NW_022144919.1	101694	879550	8.65	0	242
NW_022144919.1_region	0	0	0.00	0	0
NW_022144920.1	9893	2260	0.23	0	27
NW_022144920.1_region	0	0	0.00	0	0
NW_022144921.1	9870	1974	0.20	0	10
NW_022144921.1_region	0	0	0.00	0	0
NW_022144922.1	9860	1713	0.17	0	14
NW_022144922.1_region	0	0	0.00	0	0
NW_022144923.1	9823	108204	11.02	0	3064
NW_022144923.1_region	0	0	0.00	0	0
NW_022144924.1	9823	2887	0.29	0	16
NW_022144924.1_region	0	0	0.00	0	0
NW_022144925.1	9791	1926	0.20	0	14
NW_022144925.1_region	333	16	0.05	0	2
NW_022144926.1	9769	1370	0.14	0	10
NW_022144926.1_region	1017	0	0.00	0	0
NW_022144927.1	9710	2018	0.21	0	12
NW_022144927.1_region	0	0	0.00	0	0
NW_022144928.1	9694	2051	0.21	0	12
NW_022144928.1_region	740	0	0.00	0	0
NW_022144929.1	9642	2062	0.21	0	10
NW_022144929.1_region	0	0	0.00	0	0
NW_022144930.1	49449	469097	9.49	0	150
NW_022144930.1_region	920	19518	21.22	0	62
NW_022144931.1	9636	2945	0.31	0	29
NW_022144931.1_region	1002	229	0.23	0	12
NW_022144932.1	9590	1066	0.11	0	8
NW_022144932.1_region	0	0	0.00	0	0
NW_022144933.1	9519	4271	0.45	0	24
NW_022144933.1_region	0	0	0.00	0	0
NW_022144934.1	9503	2418	0.25	0	17
NW_022144934.1_region	586	84	0.14	0	4
NW_022144935.1	9369	1540	0.16	0	8
NW_022144935.1_region	0	0	0.00	0	0
NW_022144936.1	9315	2111	0.23	0	16
NW_022144936.1_region	0	0	0.00	0	0
NW_022144937.1	9305	2139	0.23	0	9
NW_022144937.1_region	0	0	0.00	0	0
NW_022144938.1	9294	1514	0.16	0	11
NW_022144938.1_region	0	0	0.00	0	0
NW_022144939.1	9275	1910	0.21	0	18
NW_022144939.1_region	0	0	0.00	0	0
NW_022144940.1	9267	1167	0.13	0	10
NW_022144940.1_region	0	0	0.00	0	0
NW_022144941.1	159342	815011	5.11	0	606
NW_022144941.1_region	10419	18863	1.81	0	49
NW_022144942.1	9236	2728	0.30	0	12
NW_022144942.1_region	0	0	0.00	0	0
NW_022144943.1	9207	2227	0.24	0	21
NW_022144943.1_region	0	0	0.00	0	0
NW_022144944.1	9202	1109	0.12	0	8
NW_022144944.1_region	0	0	0.00	0	0
NW_022144945.1	9131	1687	0.18	0	24
NW_022144945.1_region	489	0	0.00	0	0
NW_022144946.1	9108	2272	0.25	0	12
NW_022144946.1_region	0	0	0.00	0	0
NW_022144947.1	9060	1749	0.19	0	21
NW_022144947.1_region	0	0	0.00	0	0
NW_022144948.1	9047	2783	0.31	0	13
NW_022144948.1_region	627	0	0.00	0	0
NW_022144949.1	9042	2079	0.23	0	12
NW_022144949.1_region	0	0	0.00	0	0
NW_022144950.1	8932	4604	0.52	0	69
NW_022144950.1_region	0	0	0.00	0	0
NW_022144951.1	8878	2811	0.32	0	20
NW_022144951.1_region	0	0	0.00	0	0
NW_022144952.1	134345	322615	2.40	0	855
NW_022144952.1_region	4213	3617	0.86	0	30
NW_022144953.1	8840	1323	0.15	0	14
NW_022144953.1_region	0	0	0.00	0	0
NW_022144954.1	8825	1811	0.21	0	12
NW_022144954.1_region	468	0	0.00	0	0
NW_022144955.1	8703	2256	0.26	0	13
NW_022144955.1_region	0	0	0.00	0	0
NW_022144956.1	8644	1227	0.14	0	8
NW_022144956.1_region	0	0	0.00	0	0
NW_022144957.1	8617	2140	0.25	0	24
NW_022144957.1_region	0	0	0.00	0	0
NW_022144958.1	8592	1799	0.21	0	14
NW_022144958.1_region	0	0	0.00	0	0
NW_022144959.1	8588	1349	0.16	0	10
NW_022144959.1_region	0	0	0.00	0	0
NW_022144960.1	8539	1839	0.22	0	14
NW_022144960.1_region	0	0	0.00	0	0
NW_022144961.1	8519	1167	0.14	0	8
NW_022144961.1_region	0	0	0.00	0	0
NW_022144962.1	8514	1787	0.21	0	8
NW_022144962.1_region	0	0	0.00	0	0
NW_022144963.1	63343	95085	1.50	0	68
NW_022144963.1_region	868	10184	11.73	0	32
NW_022144964.1	8499	2036	0.24	0	12
NW_022144964.1_region	0	0	0.00	0	0
NW_022144965.1	8462	2462	0.29	0	24
NW_022144965.1_region	0	0	0.00	0	0
NW_022144966.1	8446	3449	0.41	0	24
NW_022144966.1_region	0	0	0.00	0	0
NW_022144967.1	8427	1743	0.21	0	10
NW_022144967.1_region	0	0	0.00	0	0
NW_022144968.1	8371	979	0.12	0	8
NW_022144968.1_region	0	0	0.00	0	0
NW_022144969.1	8367	1838	0.22	0	18
NW_022144969.1_region	0	0	0.00	0	0
NW_022144970.1	8351	797	0.10	0	8
NW_022144970.1_region	987	34	0.03	0	2
NW_022144971.1	8336	1808	0.22	0	19
NW_022144971.1_region	0	0	0.00	0	0
NW_022144972.1	8298	1701	0.20	0	13
NW_022144972.1_region	0	0	0.00	0	0
NW_022144973.1	8278	1643	0.20	0	11
NW_022144973.1_region	0	0	0.00	0	0
NW_022144974.1	161611	3567402	22.07	0	1973
NW_022144974.1_region	0	0	0.00	0	0
NW_022144975.1	8272	1367	0.17	0	12
NW_022144975.1_region	995	80	0.08	0	4
NW_022144976.1	8270	1067	0.13	0	10
NW_022144976.1_region	0	0	0.00	0	0
NW_022144977.1	8265	1413	0.17	0	8
NW_022144977.1_region	0	0	0.00	0	0
NW_022144978.1	8229	2460	0.30	0	28
NW_022144978.1_region	0	0	0.00	0	0
NW_022144979.1	8217	1214	0.15	0	8
NW_022144979.1_region	0	0	0.00	0	0
NW_022144980.1	8208	1717	0.21	0	10
NW_022144980.1_region	0	0	0.00	0	0
NW_022144981.1	8193	71492	8.73	0	111
NW_022144981.1_region	0	0	0.00	0	0
NW_022144982.1	8177	30437	3.72	0	437
NW_022144982.1_region	0	0	0.00	0	0
NW_022144983.1	8151	1194	0.15	0	16
NW_022144983.1_region	0	0	0.00	0	0
NW_022144984.1	8029	1361	0.17	0	8
NW_022144984.1_region	0	0	0.00	0	0
NW_022144985.1	24776	21018	0.85	0	26
NW_022144985.1_region	0	0	0.00	0	0
NW_022144986.1	8004	2095	0.26	0	10
NW_022144986.1_region	0	0	0.00	0	0
NW_022144987.1	7998	1505	0.19	0	16
NW_022144987.1_region	0	0	0.00	0	0
NW_022144988.1	7984	876	0.11	0	10
NW_022144988.1_region	0	0	0.00	0	0
NW_022144989.1	7982	1621	0.20	0	10
NW_022144989.1_region	0	0	0.00	0	0
NW_022144990.1	7899	1986	0.25	0	16
NW_022144990.1_region	0	0	0.00	0	0
NW_022144991.1	7891	687	0.09	0	10
NW_022144991.1_region	0	0	0.00	0	0
NW_022144992.1	7805	1711	0.22	0	12
NW_022144992.1_region	0	0	0.00	0	0
NW_022144993.1	7728	924	0.12	0	8
NW_022144993.1_region	0	0	0.00	0	0
NW_022144994.1	7684	1057	0.14	0	6
NW_022144994.1_region	0	0	0.00	0	0
NW_022144995.1	7678	1030	0.13	0	9
NW_022144995.1_region	0	0	0.00	0	0
NW_022144996.1	71277	225180	3.16	0	147
NW_022144996.1_region	0	0	0.00	0	0
NW_022144997.1	7613	56203	7.38	0	1085
NW_022144997.1_region	0	0	0.00	0	0
NW_022144998.1	7609	892	0.12	0	8
NW_022144998.1_region	0	0	0.00	0	0
NW_022144999.1	7608	1937	0.25	0	8
NW_022144999.1_region	0	0	0.00	0	0
NW_022145000.1	7606	626	0.08	0	6
NW_022145000.1_region	0	0	0.00	0	0
NW_022145001.1	7549	1218	0.16	0	8
NW_022145001.1_region	0	0	0.00	0	0
NW_022145002.1	7546	1838	0.24	0	12
NW_022145002.1_region	471	0	0.00	0	0
NW_022145003.1	7508	1579	0.21	0	16
NW_022145003.1_region	0	0	0.00	0	0
NW_022145004.1	7486	1342	0.18	0	7
NW_022145004.1_region	450	19	0.04	0	1
NW_022145005.1	7447	1280	0.17	0	13
NW_022145005.1_region	469	0	0.00	0	0
NW_022145006.1	7443	2294	0.31	0	16
NW_022145006.1_region	0	0	0.00	0	0
NW_022145007.1	83156	666722	8.02	0	2910
NW_022145007.1_region	0	0	0.00	0	0
NW_022145008.1	7433	2031	0.27	0	14
NW_022145008.1_region	0	0	0.00	0	0
NW_022145009.1	7407	461	0.06	0	4
NW_022145009.1_region	0	0	0.00	0	0
NW_022145010.1	7379	683	0.09	0	6
NW_022145010.1_region	0	0	0.00	0	0
NW_022145011.1	7365	1030	0.14	0	8
NW_022145011.1_region	0	0	0.00	0	0
NW_022145012.1	7323	1116	0.15	0	10
NW_022145012.1_region	0	0	0.00	0	0
NW_022145013.1	7318	1154	0.16	0	8
NW_022145013.1_region	1291	240	0.19	0	6
NW_022145014.1	7312	1344	0.18	0	10
NW_022145014.1_region	0	0	0.00	0	0
NW_022145015.1	7291	1156	0.16	0	17
NW_022145015.1_region	0	0	0.00	0	0
NW_022145016.1	7291	1740	0.24	0	18
NW_022145016.1_region	531	0	0.00	0	0
NW_022145017.1	7290	1140	0.16	0	12
NW_022145017.1_region	0	0	0.00	0	0
NW_022145018.1	387561	5319585	13.73	0	3608
NW_022145018.1_region	9817	38114	3.88	0	53
NW_022145019.1	7256	836	0.12	0	6
NW_022145019.1_region	0	0	0.00	0	0
NW_022145020.1	7195	821	0.11	0	8
NW_022145020.1_region	0	0	0.00	0	0
NW_022145021.1	7190	8451	1.18	0	54
NW_022145021.1_region	0	0	0.00	0	0
NW_022145022.1	7187	1499	0.21	0	10
NW_022145022.1_region	0	0	0.00	0	0
NW_022145023.1	7105	181	0.03	0	2
NW_022145023.1_region	0	0	0.00	0	0
NW_022145024.1	7072	1821	0.26	0	10
NW_022145024.1_region	690	45	0.07	0	5
NW_022145025.1	6971	2307	0.33	0	12
NW_022145025.1_region	0	0	0.00	0	0
NW_022145026.1	6961	1115	0.16	0	24
NW_022145026.1_region	0	0	0.00	0	0
NW_022145027.1	6912	987	0.14	0	10
NW_022145027.1_region	0	0	0.00	0	0
NW_022145028.1	6909	1723	0.25	0	9
NW_022145028.1_region	0	0	0.00	0	0
NW_022145029.1	136630	680037	4.98	0	855
NW_022145029.1_region	1579	146	0.09	0	2
NW_022145030.1	6887	412	0.06	0	9
NW_022145030.1_region	0	0	0.00	0	0
NW_022145031.1	6886	785	0.11	0	8
NW_022145031.1_region	0	0	0.00	0	0
NW_022145032.1	6870	1371	0.20	0	12
NW_022145032.1_region	0	0	0.00	0	0
NW_022145033.1	6839	2609	0.38	0	10
NW_022145033.1_region	1329	342	0.26	0	6
NW_022145034.1	6827	1764	0.26	0	28
NW_022145034.1_region	0	0	0.00	0	0
NW_022145035.1	6767	1313	0.19	0	10
NW_022145035.1_region	537	0	0.00	0	0
NW_022145036.1	6748	1027	0.15	0	8
NW_022145036.1_region	0	0	0.00	0	0
NW_022145037.1	6730	3846	0.57	0	70
NW_022145037.1_region	0	0	0.00	0	0
NW_022145038.1	6694	1001	0.15	0	9
NW_022145038.1_region	278	0	0.00	0	0
NW_022145039.1	6606	1823	0.28	0	12
NW_022145039.1_region	0	0	0.00	0	0
NW_022145040.1	120375	277372	2.30	0	2404
NW_022145040.1_region	0	0	0.00	0	0
NW_022145041.1	6594	894	0.14	0	17
NW_022145041.1_region	1332	0	0.00	0	0
NW_022145042.1	6590	1550	0.24	0	11
NW_022145042.1_region	0	0	0.00	0	0
NW_022145043.1	6510	1142	0.18	0	8
NW_022145043.1_region	0	0	0.00	0	0
NW_022145044.1	6461	1245	0.19	0	10
NW_022145044.1_region	0	0	0.00	0	0
NW_022145045.1	6450	298	0.05	0	4
NW_022145045.1_region	0	0	0.00	0	0
NW_022145046.1	6448	1402	0.22	0	14
NW_022145046.1_region	0	0	0.00	0	0
NW_022145047.1	6422	2135	0.33	0	14
NW_022145047.1_region	0	0	0.00	0	0
NW_022145048.1	6417	753	0.12	0	8
NW_022145048.1_region	0	0	0.00	0	0
NW_022145049.1	6412	1455	0.23	0	24
NW_022145049.1_region	0	0	0.00	0	0
NW_022145050.1	6336	1371	0.22	0	16
NW_022145050.1_region	1079	34	0.03	0	2
NW_022145051.1	69137	86560	1.25	0	412
NW_022145051.1_region	0	0	0.00	0	0
NW_022145052.1	6319	1664	0.26	0	64
NW_022145052.1_region	0	0	0.00	0	0
