chrom	length	bases	mean	min	max
NW_022144856.1_region	0	0	0.00	0	0
NW_022144857.1	12436	2774	0.22	0	14
NW_022144857.1_region	0	0	0.00	0	0
NW_022144858.1	12426	3111	0.25	0	16
NW_022144858.1_region	0	0	0.00	0	0
NW_022144859.1	12331	4472	0.36	0	21
NW_022144859.1_region	690	0	0.00	0	0
NW_022144860.1	12325	3391	0.28	0	44
NW_022144860.1_region	0	0	0.00	0	0
NW_022144861.1	12317	8485	0.69	0	66
NW_022144861.1_region	0	0	0.00	0	0
NW_022144862.1	12297	4956	0.40	0	26
NW_022144862.1_region	657	152	0.23	0	6
NW_022144863.1	12291	4911	0.40	0	23
NW_022144863.1_region	0	0	0.00	0	0
NW_022144864.1	12247	4188	0.34	0	25
NW_022144864.1_region	0	0	0.00	0	0
NW_022144865.1	12235	2357	0.19	0	12
NW_022144865.1_region	495	0	0.00	0	0
NW_022144866.1	12202	3376	0.28	0	8
NW_022144866.1_region	0	0	0.00	0	0
NW_022144867.1	12165	2912	0.24	0	13
NW_022144867.1_region	0	0	0.00	0	0
NW_022144868.1	12125	3956	0.33	0	45
NW_022144868.1_region	0	0	0.00	0	0
NW_022144869.1	12087	2045	0.17	0	9
NW_022144869.1_region	0	0	0.00	0	0
NW_022144870.1	11997	3044	0.25	0	10
NW_022144870.1_region	0	0	0.00	0	0
NW_022144871.1	11989	6603	0.55	0	33
NW_022144871.1_region	0	0	0.00	0	0
NW_022144872.1	11899	11189	0.94	0	161
NW_022144872.1_region	0	0	0.00	0	0
NW_022144873.1	11852	4793	0.40	0	25
NW_022144873.1_region	1830	1244	0.68	0	24
NW_022144874.1	11838	3380	0.29	0	14
NW_022144874.1_region	0	0	0.00	0	0
NW_022144875.1	11825	3308	0.28	0	18
NW_022144875.1_region	469	38	0.08	0	2
NW_022144876.1	11673	8846	0.76	0	142
NW_022144876.1_region	0	0	0.00	0	0
NW_022144877.1	11635	4514	0.39	0	22
NW_022144877.1_region	0	0	0.00	0	0
NW_022144878.1	11630	1557	0.13	0	12
NW_022144878.1_region	1896	76	0.04	0	4
NW_022144879.1	11539	4372	0.38	0	32
NW_022144879.1_region	0	0	0.00	0	0
NW_022144880.1	11518	3627	0.31	0	15
NW_022144880.1_region	0	0	0.00	0	0
NW_022144881.1	11448	2700	0.24	0	20
NW_022144881.1_region	0	0	0.00	0	0
NW_022144882.1	11400	4749	0.42	0	32
NW_022144882.1_region	0	0	0.00	0	0
NW_022144883.1	11312	2134	0.19	0	16
NW_022144883.1_region	0	0	0.00	0	0
NW_022144884.1	11268	5464	0.48	0	50
NW_022144884.1_region	0	0	0.00	0	0
NW_022144885.1	11127	4510	0.41	0	13
NW_022144885.1_region	0	0	0.00	0	0
NW_022144886.1	74569	246004	3.30	0	816
NW_022144886.1_region	0	0	0.00	0	0
NW_022144887.1	11069	4297	0.39	0	22
NW_022144887.1_region	0	0	0.00	0	0
NW_022144888.1	11058	4665	0.42	0	33
NW_022144888.1_region	0	0	0.00	0	0
NW_022144889.1	11056	3461	0.31	0	12
NW_022144889.1_region	0	0	0.00	0	0
NW_022144890.1	10990	3501	0.32	0	11
NW_022144890.1_region	957	6	0.01	0	4
NW_022144891.1	10968	6125	0.56	0	156
NW_022144891.1_region	0	0	0.00	0	0
NW_022144892.1	10910	1712	0.16	0	11
NW_022144892.1_region	0	0	0.00	0	0
NW_022144893.1	10903	3392	0.31	0	15
NW_022144893.1_region	0	0	0.00	0	0
NW_022144894.1	10814	3150	0.29	0	16
NW_022144894.1_region	0	0	0.00	0	0
NW_022144895.1	10747	2152	0.20	0	10
NW_022144895.1_region	0	0	0.00	0	0
NW_022144896.1	10744	2142	0.20	0	15
NW_022144896.1_region	1205	48	0.04	0	2
NW_022144897.1	116516	1855005	15.92	0	2018
NW_022144897.1_region	8798	175	0.02	0	5
NW_022144898.1	10667	44744	4.19	0	293
NW_022144898.1_region	503	405	0.81	0	6
NW_022144899.1	10605	4671	0.44	0	16
NW_022144899.1_region	0	0	0.00	0	0
NW_022144900.1	10598	4410	0.42	0	22
NW_022144900.1_region	0	0	0.00	0	0
NW_022144901.1	10582	1592	0.15	0	13
NW_022144901.1_region	1699	152	0.09	0	8
NW_022144902.1	10532	3767	0.36	0	29
NW_022144902.1_region	0	0	0.00	0	0
NW_022144903.1	10529	6127	0.58	0	76
NW_022144903.1_region	0	0	0.00	0	0
NW_022144904.1	10526	3055	0.29	0	14
NW_022144904.1_region	335	0	0.00	0	0
NW_022144905.1	10508	1889	0.18	0	14
NW_022144905.1_region	0	0	0.00	0	0
NW_022144906.1	10376	5547	0.53	0	36
NW_022144906.1_region	395	0	0.00	0	0
NW_022144907.1	10259	1439	0.14	0	12
NW_022144907.1_region	0	0	0.00	0	0
NW_022144908.1	57212	571765	9.99	0	4592
NW_022144908.1_region	0	0	0.00	0	0
NW_022144909.1	10257	3554	0.35	0	23
NW_022144909.1_region	0	0	0.00	0	0
NW_022144910.1	10238	4762	0.47	0	24
NW_022144910.1_region	0	0	0.00	0	0
NW_022144911.1	10215	2737	0.27	0	10
NW_022144911.1_region	1194	238	0.20	0	10
NW_022144912.1	10118	3526	0.35	0	16
NW_022144912.1_region	0	0	0.00	0	0
NW_022144913.1	10045	4604	0.46	0	19
NW_022144913.1_region	0	0	0.00	0	0
NW_022144914.1	10027	3565	0.36	0	22
NW_022144914.1_region	0	0	0.00	0	0
NW_022144915.1	10023	7501	0.75	0	29
NW_022144915.1_region	0	0	0.00	0	0
NW_022144916.1	9977	3167	0.32	0	16
NW_022144916.1_region	0	0	0.00	0	0
NW_022144917.1	9968	2997	0.30	0	21
NW_022144917.1_region	0	0	0.00	0	0
NW_022144918.1	9948	3798	0.38	0	27
NW_022144918.1_region	0	0	0.00	0	0
NW_022144919.1	101694	1085378	10.67	0	397
NW_022144919.1_region	0	0	0.00	0	0
NW_022144920.1	9893	2040	0.21	0	10
NW_022144920.1_region	0	0	0.00	0	0
NW_022144921.1	9870	3507	0.36	0	30
NW_022144921.1_region	0	0	0.00	0	0
NW_022144922.1	9860	2607	0.26	0	8
NW_022144922.1_region	0	0	0.00	0	0
NW_022144923.1	9823	3878	0.39	0	18
NW_022144923.1_region	0	0	0.00	0	0
NW_022144924.1	9823	3650	0.37	0	15
NW_022144924.1_region	0	0	0.00	0	0
NW_022144925.1	9791	3256	0.33	0	18
NW_022144925.1_region	333	0	0.00	0	0
NW_022144926.1	9769	3200	0.33	0	14
NW_022144926.1_region	1017	0	0.00	0	0
NW_022144927.1	9710	3542	0.36	0	24
NW_022144927.1_region	0	0	0.00	0	0
NW_022144928.1	9694	2968	0.31	0	14
NW_022144928.1_region	740	90	0.12	0	4
NW_022144929.1	9642	2791	0.29	0	17
NW_022144929.1_region	0	0	0.00	0	0
NW_022144930.1	49449	557191	11.27	0	592
NW_022144930.1_region	920	7696	8.37	0	37
NW_022144931.1	9636	4323	0.45	0	82
NW_022144931.1_region	1002	81	0.08	0	2
NW_022144932.1	9590	3866	0.40	0	14
NW_022144932.1_region	0	0	0.00	0	0
NW_022144933.1	9519	72104	7.57	0	269
NW_022144933.1_region	0	0	0.00	0	0
NW_022144934.1	9503	4093	0.43	0	28
NW_022144934.1_region	586	0	0.00	0	0
NW_022144935.1	9369	3477	0.37	0	30
NW_022144935.1_region	0	0	0.00	0	0
NW_022144936.1	9315	4433	0.48	0	14
NW_022144936.1_region	0	0	0.00	0	0
NW_022144937.1	9305	4006	0.43	0	28
NW_022144937.1_region	0	0	0.00	0	0
NW_022144938.1	9294	3776	0.41	0	16
NW_022144938.1_region	0	0	0.00	0	0
NW_022144939.1	9275	2525	0.27	0	24
NW_022144939.1_region	0	0	0.00	0	0
NW_022144940.1	9267	2905	0.31	0	22
NW_022144940.1_region	0	0	0.00	0	0
NW_022144941.1	159342	904448	5.68	0	825
NW_022144941.1_region	10419	89344	8.58	0	71
NW_022144942.1	9236	5323	0.58	0	17
NW_022144942.1_region	0	0	0.00	0	0
NW_022144943.1	9207	2765	0.30	0	19
NW_022144943.1_region	0	0	0.00	0	0
NW_022144944.1	9202	2830	0.31	0	12
NW_022144944.1_region	0	0	0.00	0	0
NW_022144945.1	9131	2985	0.33	0	23
NW_022144945.1_region	489	0	0.00	0	0
NW_022144946.1	9108	3652	0.40	0	16
NW_022144946.1_region	0	0	0.00	0	0
NW_022144947.1	9060	3905	0.43	0	52
NW_022144947.1_region	0	0	0.00	0	0
NW_022144948.1	9047	3455	0.38	0	14
NW_022144948.1_region	627	152	0.24	0	8
NW_022144949.1	9042	3872	0.43	0	19
NW_022144949.1_region	0	0	0.00	0	0
NW_022144950.1	8932	2379	0.27	0	21
NW_022144950.1_region	0	0	0.00	0	0
NW_022144951.1	8878	4078	0.46	0	35
NW_022144951.1_region	0	0	0.00	0	0
NW_022144952.1	134345	451928	3.36	0	1618
NW_022144952.1_region	6643	36857	5.55	0	31
NW_022144953.1	8840	1032	0.12	0	6
NW_022144953.1_region	0	0	0.00	0	0
NW_022144954.1	8825	2471	0.28	0	18
NW_022144954.1_region	468	0	0.00	0	0
NW_022144955.1	8703	4168	0.48	0	29
NW_022144955.1_region	0	0	0.00	0	0
NW_022144956.1	8644	3424	0.40	0	22
NW_022144956.1_region	0	0	0.00	0	0
NW_022144957.1	8617	3434	0.40	0	26
NW_022144957.1_region	0	0	0.00	0	0
NW_022144958.1	8592	4291	0.50	0	42
NW_022144958.1_region	0	0	0.00	0	0
NW_022144959.1	8588	2114	0.25	0	12
NW_022144959.1_region	0	0	0.00	0	0
NW_022144960.1	8539	2743	0.32	0	13
NW_022144960.1_region	0	0	0.00	0	0
NW_022144961.1	8519	2208	0.26	0	11
NW_022144961.1_region	0	0	0.00	0	0
NW_022144962.1	8514	3656	0.43	0	18
NW_022144962.1_region	0	0	0.00	0	0
NW_022144963.1	63343	394927	6.23	0	535
NW_022144963.1_region	868	26151	30.13	0	121
NW_022144964.1	8499	3939	0.46	0	29
NW_022144964.1_region	0	0	0.00	0	0
NW_022144965.1	8462	3675	0.43	0	22
NW_022144965.1_region	0	0	0.00	0	0
NW_022144966.1	8446	4976	0.59	0	20
NW_022144966.1_region	0	0	0.00	0	0
NW_022144967.1	8427	1593	0.19	0	16
NW_022144967.1_region	0	0	0.00	0	0
NW_022144968.1	8371	2603	0.31	0	23
NW_022144968.1_region	0	0	0.00	0	0
NW_022144969.1	8367	3382	0.40	0	17
NW_022144969.1_region	0	0	0.00	0	0
NW_022144970.1	8351	868	0.10	0	8
NW_022144970.1_region	987	152	0.15	0	8
NW_022144971.1	8336	2454	0.29	0	12
NW_022144971.1_region	0	0	0.00	0	0
NW_022144972.1	8298	4070	0.49	0	85
NW_022144972.1_region	0	0	0.00	0	0
NW_022144973.1	8278	2073	0.25	0	12
NW_022144973.1_region	0	0	0.00	0	0
NW_022144974.1	161611	3057649	18.92	0	2617
NW_022144974.1_region	0	0	0.00	0	0
NW_022144975.1	8272	3231	0.39	0	70
NW_022144975.1_region	995	40	0.04	0	2
NW_022144976.1	8270	4706	0.57	0	132
NW_022144976.1_region	0	0	0.00	0	0
NW_022144977.1	8265	3526	0.43	0	28
NW_022144977.1_region	0	0	0.00	0	0
NW_022144978.1	8229	1982	0.24	0	12
NW_022144978.1_region	0	0	0.00	0	0
NW_022144979.1	8217	2268	0.28	0	14
NW_022144979.1_region	0	0	0.00	0	0
NW_022144980.1	8208	2994	0.36	0	14
NW_022144980.1_region	0	0	0.00	0	0
NW_022144981.1	8193	425342	51.92	0	3160
NW_022144981.1_region	0	0	0.00	0	0
NW_022144982.1	8177	5754	0.70	0	58
NW_022144982.1_region	0	0	0.00	0	0
NW_022144983.1	8151	2204	0.27	0	30
NW_022144983.1_region	0	0	0.00	0	0
NW_022144984.1	8029	2224	0.28	0	21
NW_022144984.1_region	0	0	0.00	0	0
NW_022144985.1	24776	15929	0.64	0	114
NW_022144985.1_region	0	0	0.00	0	0
NW_022144986.1	8004	3427	0.43	0	16
NW_022144986.1_region	0	0	0.00	0	0
NW_022144987.1	7998	2639	0.33	0	15
NW_022144987.1_region	0	0	0.00	0	0
NW_022144988.1	7984	1006	0.13	0	12
NW_022144988.1_region	0	0	0.00	0	0
NW_022144989.1	7982	1911	0.24	0	10
NW_022144989.1_region	0	0	0.00	0	0
NW_022144990.1	7899	1771	0.22	0	13
NW_022144990.1_region	0	0	0.00	0	0
NW_022144991.1	7891	2771	0.35	0	14
NW_022144991.1_region	0	0	0.00	0	0
NW_022144992.1	7805	4509	0.58	0	56
NW_022144992.1_region	0	0	0.00	0	0
NW_022144993.1	7728	2199	0.28	0	18
NW_022144993.1_region	0	0	0.00	0	0
NW_022144994.1	7684	1805	0.23	0	12
NW_022144994.1_region	0	0	0.00	0	0
NW_022144995.1	7678	1393	0.18	0	14
NW_022144995.1_region	0	0	0.00	0	0
NW_022144996.1	71277	215080	3.02	0	612
NW_022144996.1_region	0	0	0.00	0	0
NW_022144997.1	7613	2355	0.31	0	29
NW_022144997.1_region	0	0	0.00	0	0
NW_022144998.1	7609	1744	0.23	0	16
NW_022144998.1_region	0	0	0.00	0	0
NW_022144999.1	7608	3565	0.47	0	10
NW_022144999.1_region	0	0	0.00	0	0
NW_022145000.1	7606	2073	0.27	0	16
NW_022145000.1_region	0	0	0.00	0	0
NW_022145001.1	7549	905	0.12	0	4
NW_022145001.1_region	0	0	0.00	0	0
NW_022145002.1	7546	2019	0.27	0	22
NW_022145002.1_region	471	0	0.00	0	0
NW_022145003.1	7508	1732	0.23	0	14
NW_022145003.1_region	0	0	0.00	0	0
NW_022145004.1	7486	2103	0.28	0	11
NW_022145004.1_region	450	0	0.00	0	0
NW_022145005.1	7447	2285	0.31	0	22
NW_022145005.1_region	469	0	0.00	0	0
NW_022145006.1	7443	4295	0.58	0	64
NW_022145006.1_region	0	0	0.00	0	0
NW_022145007.1	83156	663179	7.98	0	3030
NW_022145007.1_region	0	0	0.00	0	0
NW_022145008.1	7433	2835	0.38	0	12
NW_022145008.1_region	0	0	0.00	0	0
NW_022145009.1	7407	1636	0.22	0	18
NW_022145009.1_region	0	0	0.00	0	0
NW_022145010.1	7379	1785	0.24	0	16
NW_022145010.1_region	0	0	0.00	0	0
NW_022145011.1	7365	2060	0.28	0	17
NW_022145011.1_region	0	0	0.00	0	0
NW_022145012.1	7323	2580	0.35	0	47
NW_022145012.1_region	0	0	0.00	0	0
NW_022145013.1	7318	2054	0.28	0	18
NW_022145013.1_region	1291	72	0.06	0	2
NW_022145014.1	7312	2037	0.28	0	10
NW_022145014.1_region	0	0	0.00	0	0
NW_022145015.1	7291	2058	0.28	0	22
NW_022145015.1_region	0	0	0.00	0	0
NW_022145016.1	7291	2408	0.33	0	12
NW_022145016.1_region	531	0	0.00	0	0
NW_022145017.1	7290	1216	0.17	0	6
NW_022145017.1_region	0	0	0.00	0	0
NW_022145018.1	387561	3341895	8.62	0	1467
NW_022145018.1_region	15709	291419	18.55	0	339
NW_022145019.1	7256	2182	0.30	0	26
NW_022145019.1_region	0	0	0.00	0	0
NW_022145020.1	7195	4934	0.69	0	62
NW_022145020.1_region	0	0	0.00	0	0
NW_022145021.1	7190	13017	1.81	0	63
NW_022145021.1_region	0	0	0.00	0	0
NW_022145022.1	7187	2766	0.38	0	15
NW_022145022.1_region	0	0	0.00	0	0
NW_022145023.1	7105	712	0.10	0	8
NW_022145023.1_region	0	0	0.00	0	0
NW_022145024.1	7072	2288	0.32	0	14
NW_022145024.1_region	690	190	0.28	0	6
NW_022145025.1	6971	3156	0.45	0	14
NW_022145025.1_region	0	0	0.00	0	0
NW_022145026.1	6961	2435	0.35	0	16
NW_022145026.1_region	0	0	0.00	0	0
NW_022145027.1	6912	1947	0.28	0	13
NW_022145027.1_region	0	0	0.00	0	0
NW_022145028.1	6909	1982	0.29	0	10
NW_022145028.1_region	0	0	0.00	0	0
NW_022145029.1	136630	853388	6.25	0	816
NW_022145029.1_region	1579	533	0.34	0	42
NW_022145030.1	6887	645	0.09	0	8
NW_022145030.1_region	0	0	0.00	0	0
NW_022145031.1	6886	1372	0.20	0	12
NW_022145031.1_region	0	0	0.00	0	0
NW_022145032.1	6870	2280	0.33	0	18
NW_022145032.1_region	0	0	0.00	0	0
NW_022145033.1	6839	2356	0.34	0	14
NW_022145033.1_region	1329	38	0.03	0	2
NW_022145034.1	6827	3566	0.52	0	12
NW_022145034.1_region	0	0	0.00	0	0
NW_022145035.1	6767	2660	0.39	0	16
NW_022145035.1_region	537	0	0.00	0	0
NW_022145036.1	6748	1486	0.22	0	10
NW_022145036.1_region	0	0	0.00	0	0
NW_022145037.1	6730	5167	0.77	0	81
NW_022145037.1_region	0	0	0.00	0	0
NW_022145038.1	6694	1178	0.18	0	10
NW_022145038.1_region	278	0	0.00	0	0
NW_022145039.1	6606	3678	0.56	0	23
NW_022145039.1_region	0	0	0.00	0	0
NW_022145040.1	120375	88024	0.73	0	330
NW_022145040.1_region	0	0	0.00	0	0
NW_022145041.1	6594	2495	0.38	0	18
NW_022145041.1_region	1332	36	0.03	0	2
NW_022145042.1	6590	2374	0.36	0	12
NW_022145042.1_region	0	0	0.00	0	0
NW_022145043.1	6510	1792	0.28	0	14
NW_022145043.1_region	0	0	0.00	0	0
NW_022145044.1	6461	2767	0.43	0	46
NW_022145044.1_region	0	0	0.00	0	0
NW_022145045.1	6450	1292	0.20	0	24
NW_022145045.1_region	0	0	0.00	0	0
NW_022145046.1	6448	2609	0.40	0	24
NW_022145046.1_region	0	0	0.00	0	0
NW_022145047.1	6422	3002	0.47	0	15
NW_022145047.1_region	0	0	0.00	0	0
NW_022145048.1	6417	737	0.11	0	10
