chrom	length	bases	mean	min	max
NW_022144798.1_region	0	0	0.00	0	0
NW_022144799.1	16212	344	0.02	0	3
NW_022144799.1_region	1650	38	0.02	0	2
NW_022144800.1	16196	41	0.00	0	1
NW_022144800.1_region	0	0	0.00	0	0
NW_022144801.1	16082	561	0.03	0	10
NW_022144801.1_region	0	0	0.00	0	0
NW_022144802.1	16073	331	0.02	0	3
NW_022144802.1_region	0	0	0.00	0	0
NW_022144803.1	15882	276	0.02	0	4
NW_022144803.1_region	0	0	0.00	0	0
NW_022144804.1	15872	61	0.00	0	2
NW_022144804.1_region	1277	0	0.00	0	0
NW_022144805.1	15755	120	0.01	0	2
NW_022144805.1_region	0	0	0.00	0	0
NW_022144806.1	15729	144	0.01	0	2
NW_022144806.1_region	0	0	0.00	0	0
NW_022144807.1	15717	86	0.01	0	2
NW_022144807.1_region	0	0	0.00	0	0
NW_022144808.1	15697	160	0.01	0	2
NW_022144808.1_region	0	0	0.00	0	0
NW_022144809.1	15254	201	0.01	0	8
NW_022144809.1_region	624	0	0.00	0	0
NW_022144810.1	15245	40	0.00	0	2
NW_022144810.1_region	0	0	0.00	0	0
NW_022144811.1	15184	38	0.00	0	2
NW_022144811.1_region	1176	0	0.00	0	0
NW_022144812.1	15180	95	0.01	0	2
NW_022144812.1_region	0	0	0.00	0	0
NW_022144813.1	64470	6552470	101.64	0	2179
NW_022144813.1_region	2668	129251	48.44	3	81
NW_022144814.1	20273	125	0.01	0	2
NW_022144814.1_region	0	0	0.00	0	0
NW_022144815.1	19793	326	0.02	0	6
NW_022144815.1_region	0	0	0.00	0	0
NW_022144816.1	18134	332	0.02	0	5
NW_022144816.1_region	555	16	0.03	0	2
NW_022144817.1	17838	373	0.02	0	4
NW_022144817.1_region	0	0	0.00	0	0
NW_022144818.1	15663	270	0.02	0	6
NW_022144818.1_region	0	0	0.00	0	0
NW_022144819.1	25897	310484	11.99	0	155
NW_022144819.1_region	1580	56187	35.56	0	140
NW_022144820.1	14953	62	0.00	0	2
NW_022144820.1_region	0	0	0.00	0	0
NW_022144821.1	14859	552	0.04	0	13
NW_022144821.1_region	0	0	0.00	0	0
NW_022144823.1	14815	40	0.00	0	2
NW_022144823.1_region	0	0	0.00	0	0
NW_022144824.1	14806	145	0.01	0	3
NW_022144824.1_region	0	0	0.00	0	0
NW_022144826.1	14747	104	0.01	0	2
NW_022144826.1_region	0	0	0.00	0	0
NW_022144827.1	14741	346	0.02	0	6
NW_022144827.1_region	0	0	0.00	0	0
NW_022144828.1	14710	80	0.01	0	4
NW_022144828.1_region	1104	0	0.00	0	0
NW_022144829.1	14707	59	0.00	0	2
NW_022144829.1_region	0	0	0.00	0	0
NW_022144830.1	14679	254	0.02	0	6
NW_022144830.1_region	549	38	0.07	0	2
NW_022144831.1	14604	108	0.01	0	2
NW_022144831.1_region	0	0	0.00	0	0
NW_022144832.1	14536	126	0.01	0	2
NW_022144832.1_region	0	0	0.00	0	0
NW_022144833.1	14472	529	0.04	0	8
NW_022144833.1_region	0	0	0.00	0	0
NW_022144834.1	14424	270	0.02	0	6
NW_022144834.1_region	0	0	0.00	0	0
NW_022144835.1	14392	34828	2.42	0	62
NW_022144835.1_region	0	0	0.00	0	0
NW_022144836.1	14366	189	0.01	0	6
NW_022144836.1_region	0	0	0.00	0	0
NW_022144837.1	14316	134	0.01	0	2
NW_022144837.1_region	474	0	0.00	0	0
NW_022144838.1	14178	508	0.04	0	18
NW_022144838.1_region	557	0	0.00	0	0
NW_022144839.1	14036	128	0.01	0	3
NW_022144839.1_region	0	0	0.00	0	0
NW_022144840.1	13984	38	0.00	0	2
NW_022144840.1_region	0	0	0.00	0	0
NW_022144841.1	13922	76	0.01	0	4
NW_022144841.1_region	642	0	0.00	0	0
NW_022144842.1	13691	441	0.03	0	7
NW_022144842.1_region	765	0	0.00	0	0
NW_022144843.1	13690	88	0.01	0	2
NW_022144843.1_region	825	0	0.00	0	0
NW_022144844.1	13628	76	0.01	0	2
NW_022144844.1_region	975	0	0.00	0	0
NW_022144845.1	13496	475	0.04	0	8
NW_022144845.1_region	0	0	0.00	0	0
NW_022144846.1	13451	38	0.00	0	2
NW_022144846.1_region	0	0	0.00	0	0
NW_022144847.1	13443	388	0.03	0	4
NW_022144847.1_region	0	0	0.00	0	0
NW_022144848.1	13325	42	0.00	0	1
NW_022144848.1_region	0	0	0.00	0	0
NW_022144849.1	13232	318	0.02	0	3
NW_022144849.1_region	501	0	0.00	0	0
NW_022144850.1	13217	19	0.00	0	1
NW_022144850.1_region	0	0	0.00	0	0
NW_022144851.1	13037	494	0.04	0	11
NW_022144851.1_region	0	0	0.00	0	0
NW_022144852.1	13005	80	0.01	0	2
NW_022144852.1_region	0	0	0.00	0	0
NW_022144853.1	12874	953626	74.07	0	744
NW_022144853.1_region	0	0	0.00	0	0
NW_022144854.1	12677	164	0.01	0	2
NW_022144854.1_region	0	0	0.00	0	0
NW_022144855.1	12615	60	0.00	0	2
NW_022144855.1_region	0	0	0.00	0	0
NW_022144858.1	12426	144	0.01	0	3
NW_022144858.1_region	0	0	0.00	0	0
NW_022144860.1	12325	263	0.02	0	4
NW_022144860.1_region	0	0	0.00	0	0
NW_022144861.1	12317	44	0.00	0	2
NW_022144861.1_region	0	0	0.00	0	0
NW_022144862.1	12297	138	0.01	0	4
NW_022144862.1_region	657	0	0.00	0	0
NW_022144863.1	12291	388	0.03	0	6
NW_022144863.1_region	0	0	0.00	0	0
NW_022144864.1	12247	180	0.01	0	4
NW_022144864.1_region	0	0	0.00	0	0
NW_022144865.1	12235	150	0.01	0	2
NW_022144865.1_region	495	30	0.06	0	2
NW_022144866.1	12202	137	0.01	0	4
NW_022144866.1_region	0	0	0.00	0	0
NW_022144867.1	12165	0	0.00	0	0
NW_022144867.1_region	0	0	0.00	0	0
NW_022144868.1	12125	243	0.02	0	6
NW_022144868.1_region	0	0	0.00	0	0
NW_022144869.1	12087	896364	74.16	0	476
NW_022144869.1_region	0	0	0.00	0	0
NW_022144871.1	11989	517	0.04	0	11
NW_022144871.1_region	0	0	0.00	0	0
NW_022144872.1	11899	72	0.01	0	2
NW_022144872.1_region	0	0	0.00	0	0
NW_022144873.1	11852	4761	0.40	0	36
NW_022144873.1_region	1830	4689	2.56	0	36
NW_022144874.1	11838	38	0.00	0	2
NW_022144874.1_region	0	0	0.00	0	0
NW_022144875.1	11825	100	0.01	0	2
NW_022144875.1_region	469	0	0.00	0	0
NW_022144876.1	11673	394	0.03	0	7
NW_022144876.1_region	0	0	0.00	0	0
NW_022144877.1	11635	76	0.01	0	2
NW_022144877.1_region	0	0	0.00	0	0
NW_022144878.1	11630	21	0.00	0	1
NW_022144878.1_region	1896	0	0.00	0	0
NW_022144879.1	11539	147	0.01	0	2
NW_022144879.1_region	0	0	0.00	0	0
NW_022144880.1	11518	178	0.02	0	5
NW_022144880.1_region	0	0	0.00	0	0
NW_022144881.1	11448	474	0.04	0	12
NW_022144881.1_region	0	0	0.00	0	0
NW_022144882.1	11400	332	0.03	0	8
NW_022144882.1_region	0	0	0.00	0	0
NW_022144884.1	11268	23	0.00	0	1
NW_022144884.1_region	0	0	0.00	0	0
NW_022144885.1	11127	215	0.02	0	4
NW_022144885.1_region	0	0	0.00	0	0
NW_022144886.1	74569	5200607	69.74	0	248
NW_022144886.1_region	0	0	0.00	0	0
NW_022144887.1	11069	124	0.01	0	4
NW_022144887.1_region	0	0	0.00	0	0
NW_022144888.1	11058	152	0.01	0	4
NW_022144888.1_region	0	0	0.00	0	0
NW_022144889.1	11056	124	0.01	0	3
NW_022144889.1_region	0	0	0.00	0	0
NW_022144890.1	10990	44	0.00	0	1
NW_022144890.1_region	957	0	0.00	0	0
NW_022144891.1	10968	150	0.01	0	2
NW_022144891.1_region	0	0	0.00	0	0
NW_022144892.1	10910	40	0.00	0	2
NW_022144892.1_region	0	0	0.00	0	0
NW_022144893.1	10903	66	0.01	0	2
NW_022144893.1_region	0	0	0.00	0	0
NW_022144895.1	10747	38	0.00	0	2
NW_022144895.1_region	0	0	0.00	0	0
NW_022144896.1	10744	84	0.01	0	2
NW_022144896.1_region	1205	0	0.00	0	0
NW_022144897.1	116516	15955384	136.94	0	662
NW_022144897.1_region	8798	995023	113.10	65	210
NW_022144898.1	10667	101377	9.50	0	69
NW_022144898.1_region	503	11202	22.27	0	69
NW_022144899.1	10605	163	0.02	0	7
NW_022144899.1_region	0	0	0.00	0	0
NW_022144900.1	10598	325	0.03	0	8
NW_022144900.1_region	0	0	0.00	0	0
NW_022144901.1	10582	321	0.03	0	7
NW_022144901.1_region	1699	0	0.00	0	0
NW_022144902.1	10532	50	0.00	0	2
NW_022144902.1_region	0	0	0.00	0	0
NW_022144903.1	10529	109	0.01	0	3
NW_022144903.1_region	0	0	0.00	0	0
NW_022144904.1	10526	0	0.00	0	0
NW_022144904.1_region	335	0	0.00	0	0
NW_022144905.1	10508	114	0.01	0	3
NW_022144905.1_region	0	0	0.00	0	0
NW_022144906.1	10376	281	0.03	0	9
NW_022144906.1_region	395	0	0.00	0	0
NW_022144907.1	10259	103	0.01	0	2
NW_022144907.1_region	0	0	0.00	0	0
NW_022144908.1	57212	3322631	58.08	0	246
NW_022144908.1_region	0	0	0.00	0	0
NW_022144909.1	10257	118	0.01	0	4
NW_022144909.1_region	0	0	0.00	0	0
NW_022144910.1	10238	69	0.01	0	1
NW_022144910.1_region	0	0	0.00	0	0
NW_022144911.1	10215	20	0.00	0	1
NW_022144911.1_region	1194	0	0.00	0	0
NW_022144913.1	10045	205	0.02	0	4
NW_022144913.1_region	0	0	0.00	0	0
NW_022144914.1	10027	107	0.01	0	2
NW_022144914.1_region	0	0	0.00	0	0
NW_022144915.1	10023	164	0.02	0	3
NW_022144915.1_region	0	0	0.00	0	0
NW_022144916.1	9977	120	0.01	0	2
NW_022144916.1_region	0	0	0.00	0	0
NW_022144917.1	9968	189	0.02	0	4
NW_022144917.1_region	0	0	0.00	0	0
NW_022144918.1	9948	568	0.06	0	8
NW_022144918.1_region	0	0	0.00	0	0
NW_022144919.1	101694	3035004	29.84	0	426
NW_022144919.1_region	0	0	0.00	0	0
NW_022144920.1	9893	88	0.01	0	3
NW_022144920.1_region	0	0	0.00	0	0
NW_022144921.1	9870	97	0.01	0	2
NW_022144921.1_region	0	0	0.00	0	0
NW_022144922.1	9860	38	0.00	0	2
NW_022144922.1_region	0	0	0.00	0	0
NW_022144924.1	9823	21	0.00	0	1
NW_022144924.1_region	0	0	0.00	0	0
NW_022144925.1	9791	80	0.01	0	4
NW_022144925.1_region	333	0	0.00	0	0
NW_022144926.1	9769	22	0.00	0	1
NW_022144926.1_region	1017	0	0.00	0	0
NW_022144928.1	9694	78	0.01	0	1
NW_022144928.1_region	740	0	0.00	0	0
NW_022144929.1	9642	121	0.01	0	2
NW_022144929.1_region	0	0	0.00	0	0
NW_022144930.1	49449	2333522	47.19	0	140
NW_022144930.1_region	920	53205	57.83	29	80
NW_022144931.1	9636	327	0.03	0	9
NW_022144931.1_region	1002	0	0.00	0	0
NW_022144932.1	9590	60	0.01	0	2
NW_022144932.1_region	0	0	0.00	0	0
NW_022144933.1	9519	68	0.01	0	2
NW_022144933.1_region	0	0	0.00	0	0
NW_022144934.1	9503	159	0.02	0	4
NW_022144934.1_region	586	0	0.00	0	0
NW_022144936.1	9315	245	0.03	0	5
NW_022144936.1_region	0	0	0.00	0	0
NW_022144937.1	9305	408	0.04	0	9
NW_022144937.1_region	0	0	0.00	0	0
NW_022144938.1	9294	147	0.02	0	7
NW_022144938.1_region	0	0	0.00	0	0
NW_022144939.1	9275	52	0.01	0	1
NW_022144939.1_region	0	0	0.00	0	0
NW_022144940.1	9267	20	0.00	0	1
NW_022144940.1_region	0	0	0.00	0	0
NW_022144941.1	159342	15589039	97.83	0	444
NW_022144941.1_region	10419	944023	90.61	3	153
NW_022144942.1	9236	40	0.00	0	1
NW_022144942.1_region	0	0	0.00	0	0
NW_022144943.1	9207	238	0.03	0	2
NW_022144943.1_region	0	0	0.00	0	0
NW_022144944.1	9202	61	0.01	0	2
NW_022144944.1_region	0	0	0.00	0	0
NW_022144945.1	9131	343	0.04	0	10
NW_022144945.1_region	489	0	0.00	0	0
NW_022144946.1	9108	124	0.01	0	2
NW_022144946.1_region	0	0	0.00	0	0
NW_022144947.1	9060	0	0.00	0	0
NW_022144947.1_region	0	0	0.00	0	0
NW_022144948.1	9047	126	0.01	0	4
NW_022144948.1_region	627	0	0.00	0	0
NW_022144949.1	9042	864	0.10	0	32
NW_022144949.1_region	0	0	0.00	0	0
NW_022144950.1	8932	77	0.01	0	2
NW_022144950.1_region	0	0	0.00	0	0
NW_022144951.1	8878	575	0.06	0	13
NW_022144951.1_region	0	0	0.00	0	0
NW_022144952.1	134345	10243167	76.25	0	327
NW_022144952.1_region	6643	697987	105.07	0	174
NW_022144954.1	8825	44	0.00	0	2
NW_022144954.1_region	468	0	0.00	0	0
NW_022144955.1	8703	31	0.00	0	1
NW_022144955.1_region	0	0	0.00	0	0
NW_022144956.1	8644	63	0.01	0	1
NW_022144956.1_region	0	0	0.00	0	0
NW_022144957.1	8617	139	0.02	0	3
NW_022144957.1_region	0	0	0.00	0	0
NW_022144958.1	8592	80	0.01	0	2
NW_022144958.1_region	0	0	0.00	0	0
NW_022144960.1	8539	91	0.01	0	2
NW_022144960.1_region	0	0	0.00	0	0
NW_022144961.1	8519	31	0.00	0	1
NW_022144961.1_region	0	0	0.00	0	0
NW_022144963.1	63343	6197926	97.85	0	348
NW_022144963.1_region	868	27190	31.32	0	71
NW_022144964.1	8499	195	0.02	0	3
NW_022144964.1_region	0	0	0.00	0	0
NW_022144965.1	8462	148	0.02	0	4
NW_022144965.1_region	0	0	0.00	0	0
NW_022144966.1	8446	166	0.02	0	4
NW_022144966.1_region	0	0	0.00	0	0
NW_022144967.1	8427	0	0.00	0	0
NW_022144967.1_region	0	0	0.00	0	0
NW_022144969.1	8367	80	0.01	0	2
NW_022144969.1_region	0	0	0.00	0	0
NW_022144971.1	8336	38	0.00	0	2
NW_022144971.1_region	0	0	0.00	0	0
NW_022144972.1	8298	72	0.01	0	2
NW_022144972.1_region	0	0	0.00	0	0
NW_022144973.1	8278	38	0.00	0	2
NW_022144973.1_region	0	0	0.00	0	0
NW_022144974.1	161611	12357795	76.47	0	864
NW_022144974.1_region	0	0	0.00	0	0
NW_022144975.1	8272	84	0.01	0	2
NW_022144975.1_region	995	0	0.00	0	0
NW_022144976.1	8270	86	0.01	0	2
NW_022144976.1_region	0	0	0.00	0	0
NW_022144977.1	8265	30	0.00	0	1
NW_022144977.1_region	0	0	0.00	0	0
NW_022144979.1	8217	78	0.01	0	2
NW_022144979.1_region	0	0	0.00	0	0
NW_022144980.1	8208	22	0.00	0	1
NW_022144980.1_region	0	0	0.00	0	0
NW_022144981.1	8193	485155	59.22	0	168
NW_022144981.1_region	0	0	0.00	0	0
NW_022144982.1	8177	2114	0.26	0	44
NW_022144982.1_region	0	0	0.00	0	0
NW_022144983.1	8151	40	0.00	0	2
NW_022144983.1_region	0	0	0.00	0	0
NW_022144984.1	8029	22	0.00	0	1
NW_022144984.1_region	0	0	0.00	0	0
NW_022144985.1	24776	874256	35.29	0	396
NW_022144985.1_region	0	0	0.00	0	0
NW_022144986.1	8004	61	0.01	0	2
NW_022144986.1_region	0	0	0.00	0	0
NW_022144987.1	7998	79	0.01	0	2
NW_022144987.1_region	0	0	0.00	0	0
NW_022144989.1	7982	61	0.01	0	2
NW_022144989.1_region	0	0	0.00	0	0
NW_022144990.1	7899	200	0.03	0	5
NW_022144990.1_region	0	0	0.00	0	0
NW_022144991.1	7891	166	0.02	0	6
NW_022144991.1_region	0	0	0.00	0	0
NW_022144992.1	7805	104	0.01	0	2
NW_022144992.1_region	0	0	0.00	0	0
NW_022144993.1	7728	35	0.00	0	1
NW_022144993.1_region	0	0	0.00	0	0
NW_022144994.1	7684	39	0.01	0	2
NW_022144994.1_region	0	0	0.00	0	0
NW_022144995.1	7678	22	0.00	0	1
NW_022144995.1_region	0	0	0.00	0	0
NW_022144996.1	71277	4907693	68.85	0	1327
NW_022144996.1_region	0	0	0.00	0	0
NW_022144997.1	7613	67	0.01	0	1
NW_022144997.1_region	0	0	0.00	0	0
NW_022144998.1	7609	24	0.00	0	1
NW_022144998.1_region	0	0	0.00	0	0
NW_022144999.1	7608	42	0.01	0	2
NW_022144999.1_region	0	0	0.00	0	0
NW_022145000.1	7606	213	0.03	0	4
NW_022145000.1_region	0	0	0.00	0	0
NW_022145002.1	7546	108	0.01	0	2
NW_022145002.1_region	471	0	0.00	0	0
NW_022145003.1	7508	40	0.01	0	2
NW_022145003.1_region	0	0	0.00	0	0
NW_022145004.1	7486	42	0.01	0	2
NW_022145004.1_region	450	0	0.00	0	0
NW_022145007.1	83156	6944322	83.51	0	1752
NW_022145007.1_region	0	0	0.00	0	0
NW_022145008.1	7433	53	0.01	0	1
NW_022145008.1_region	0	0	0.00	0	0
NW_022145010.1	7379	20	0.00	0	1
NW_022145010.1_region	0	0	0.00	0	0
NW_022145012.1	7323	98	0.01	0	3
NW_022145012.1_region	0	0	0.00	0	0
NW_022145014.1	7312	21	0.00	0	1
NW_022145014.1_region	0	0	0.00	0	0
NW_022145016.1	7291	41	0.01	0	1
NW_022145016.1_region	531	0	0.00	0	0
NW_022145017.1	7290	38	0.01	0	2
NW_022145017.1_region	0	0	0.00	0	0
NW_022145018.1	387561	26657376	68.78	0	328
NW_022145018.1_region	15709	1316856	83.83	0	143
NW_022145020.1	7195	21	0.00	0	1
NW_022145020.1_region	0	0	0.00	0	0
NW_022145021.1	7190	21	0.00	0	1
NW_022145021.1_region	0	0	0.00	0	0
NW_022145022.1	7187	66	0.01	0	1
NW_022145022.1_region	0	0	0.00	0	0
NW_022145023.1	7105	77	0.01	0	4
NW_022145023.1_region	0	0	0.00	0	0
NW_022145024.1	7072	44	0.01	0	2
NW_022145024.1_region	690	0	0.00	0	0
NW_022145025.1	6971	90	0.01	0	2
NW_022145025.1_region	0	0	0.00	0	0
NW_022145026.1	6961	38	0.01	0	2
NW_022145026.1_region	0	0	0.00	0	0
NW_022145029.1	136630	11846163	86.70	0	465
NW_022145029.1_region	1579	75957	48.10	0	78
NW_022145031.1	6886	38	0.01	0	2
NW_022145031.1_region	0	0	0.00	0	0
NW_022145033.1	6839	0	0.00	0	0
NW_022145033.1_region	1329	0	0.00	0	0
NW_022145034.1	6827	62	0.01	0	2
NW_022145034.1_region	0	0	0.00	0	0
NW_022145035.1	6767	40	0.01	0	2
NW_022145035.1_region	537	0	0.00	0	0
NW_022145037.1	6730	1852	0.28	0	42
NW_022145037.1_region	0	0	0.00	0	0
NW_022145038.1	6694	23	0.00	0	1
NW_022145038.1_region	278	0	0.00	0	0
NW_022145039.1	6606	0	0.00	0	0
NW_022145039.1_region	0	0	0.00	0	0
NW_022145040.1	120375	10237334	85.05	0	319
NW_022145040.1_region	0	0	0.00	0	0
NW_022145041.1	6594	78	0.01	0	2
NW_022145041.1_region	1332	0	0.00	0	0
NW_022145043.1	6510	21	0.00	0	1
NW_022145043.1_region	0	0	0.00	0	0
NW_022145046.1	6448	63	0.01	0	3
NW_022145046.1_region	0	0	0.00	0	0
NW_022145050.1	6336	38	0.01	0	2
NW_022145050.1_region	1079	0	0.00	0	0
NW_022145051.1	69137	6169820	89.24	0	1574
NW_022145051.1_region	0	0	0.00	0	0
NW_022145053.1	6318	137	0.02	0	3
NW_022145053.1_region	0	0	0.00	0	0
NW_022145056.1	6197	184	0.03	0	8
NW_022145056.1_region	0	0	0.00	0	0
NW_022145057.1	6184	33	0.01	0	1
NW_022145057.1_region	1390	0	0.00	0	0
NW_022145058.1	6166	64	0.01	0	2
NW_022145058.1_region	0	0	0.00	0	0
NW_022145059.1	6156	87	0.01	0	3
NW_022145059.1_region	0	0	0.00	0	0
NW_022145061.1	6137	114	0.02	0	2
NW_022145061.1_region	0	0	0.00	0	0
NW_022145062.1	47922	3261557	68.06	0	188
NW_022145062.1_region	0	0	0.00	0	0
NW_022145063.1	6118	40	0.01	0	2
NW_022145063.1_region	0	0	0.00	0	0
NW_022145064.1	6116	33	0.01	0	1
NW_022145064.1_region	663	0	0.00	0	0
NW_022145065.1	6099	96	0.02	0	4
NW_022145065.1_region	0	0	0.00	0	0
NW_022145066.1	6082	187	0.03	0	4
NW_022145066.1_region	0	0	0.00	0	0
NW_022145068.1	6067	31	0.01	0	1
NW_022145068.1_region	0	0	0.00	0	0
NW_022145070.1	5912	572	0.10	0	11
NW_022145070.1_region	0	0	0.00	0	0
NW_022145073.1	125721	10136674	80.63	0	369
NW_022145073.1_region	1128	93826	83.18	19	122
NW_022145074.1	5886	21	0.00	0	1
NW_022145074.1_region	0	0	0.00	0	0
NW_022145075.1	5854	23	0.00	0	1
NW_022145075.1_region	0	0	0.00	0	0
NW_022145076.1	5852	106	0.02	0	2
NW_022145076.1_region	0	0	0.00	0	0
NW_022145077.1	5819	60	0.01	0	2
NW_022145077.1_region	0	0	0.00	0	0
NW_022145078.1	5814	80	0.01	0	2
NW_022145078.1_region	0	0	0.00	0	0
NW_022145082.1	5699	40	0.01	0	2
NW_022145082.1_region	0	0	0.00	0	0
NW_022145083.1	5623	84718	15.07	0	54
NW_022145083.1_region	0	0	0.00	0	0
NW_022145084.1	104907	9475564	90.32	0	1378
NW_022145084.1_region	0	0	0.00	0	0
NW_022145085.1	5609	48558	8.66	0	66
NW_022145085.1_region	0	0	0.00	0	0
NW_022145086.1	5578	44	0.01	0	2
NW_022145086.1_region	635	0	0.00	0	0
NW_022145087.1	5530	114	0.02	0	4
NW_022145087.1_region	0	0	0.00	0	0
NW_022145089.1	5471	40	0.01	0	2
NW_022145089.1_region	0	0	0.00	0	0
NW_022145092.1	5321	1272	0.24	0	14
NW_022145092.1_region	0	0	0.00	0	0
NW_022145093.1	5319	31	0.01	0	1
NW_022145093.1_region	0	0	0.00	0	0
NW_022145094.1	5316	77	0.01	0	2
NW_022145094.1_region	0	0	0.00	0	0
NW_022145095.1	119971	12072115	100.63	0	958
NW_022145095.1_region	0	0	0.00	0	0
NW_022145097.1	3350	70285	20.98	0	72
NW_022145097.1_region	0	0	0.00	0	0
NW_022145098.1	5251	219002	41.71	0	580
NW_022145098.1_region	0	0	0.00	0	0
NW_022145099.1	5225	642	0.12	0	17
NW_022145099.1_region	0	0	0.00	0	0
NW_022145100.1	5219	80	0.02	0	4
NW_022145100.1_region	0	0	0.00	0	0
NW_022145102.1	5187	79249	15.28	0	57
NW_022145102.1_region	0	0	0.00	0	0
NW_022145103.1	5181	114	0.02	0	6
NW_022145103.1_region	0	0	0.00	0	0
NW_022145105.1	5115	228	0.04	0	6
NW_022145105.1_region	0	0	0.00	0	0
NW_022145106.1	20950	735891	35.13	0	477
NW_022145106.1_region	0	0	0.00	0	0
NW_022145108.1	5029	84	0.02	0	2
NW_022145108.1_region	0	0	0.00	0	0
NW_022145109.1	5000	79	0.02	0	4
NW_022145109.1_region	0	0	0.00	0	0
NW_022145111.1	4972	113	0.02	0	4
NW_022145111.1_region	0	0	0.00	0	0
NW_022145112.1	4951	114	0.02	0	6
NW_022145112.1_region	0	0	0.00	0	0
NW_022145114.1	4917	76	0.02	0	2
NW_022145114.1_region	0	0	0.00	0	0
NW_022145116.1	4896	143	0.03	0	6
NW_022145116.1_region	0	0	0.00	0	0
NW_022145117.1	47376	1802700	38.05	0	236
NW_022145117.1_region	0	0	0.00	0	0
NW_022145118.1	4884	21	0.00	0	1
NW_022145118.1_region	0	0	0.00	0	0
NW_022145120.1	4846	80	0.02	0	4
NW_022145120.1_region	0	0	0.00	0	0
NW_022145121.1	4840	122	0.03	0	4
NW_022145121.1_region	0	0	0.00	0	0
NW_022145122.1	4808	38	0.01	0	2
